candidate_id,direction,setup_timestamp,setup_bar_index,setup_score,state_before_setup,state_after_setup,variant_c_qualified,htf_regime,session_bucket,candidate_accepted,bos_timestamp,bos_bar_index,bos_level_stored,bos_level_source,bos_condition_passed,state_after_bos,retest_level,retest_tolerance_at_accept,retest_band_lower_at_accept,retest_band_upper_at_accept,retest_touched,retest_accepted,accepted_retest_timestamp,accepted_retest_bar_index,state_after_retest,confirmation_candidate_seen,confirmation_accepted,confirm_timestamp,confirm_bar_index,entry_timestamp,entry_bar_index,entry_price,invalidation_reason,expiry_reason,opposite_bos_timestamp,first_failure_category,first_failure_detail,terminal_timestamp,terminal_bar_index,final_result,closest_retest_timestamp,closest_retest_bar_index,closest_retest_distance_points,closest_retest_distance_atr,retest_touch_bars_json,confirmation_candidates_json,event_trace_json
73,Short,2026-07-15 03:05:00-05:00,8833,75,SHORT_WAIT_RETEST,SHORT_WAIT_RETEST,True,1,0,False,,,,,,,,,,,False,False,,,,False,False,,,,,,,,,setup rejected,One active candidate already in SHORT_WAIT_RETEST,2026-07-15 03:05:00-05:00,8833,NO_ENTRY,,,,,[],[],[]
74,Short,2026-07-15 07:10:00-05:00,8882,75,IDLE,SHORT_WAIT_BOS,True,1,1,True,2026-07-15 07:10:00-05:00,8882,29568.25,prior active swing,bearBreakEvent=true; Close-mode close < activeStrLow[1]; close=29563.25; level=29568.25,SHORT_WAIT_RETEST,29568.25,1.911608677925539,29566.338391322075,29570.161608677925,True,True,2026-07-15 07:15:00-05:00,8883,SHORT_WAIT_CONFIRM,True,True,2026-07-15 07:20:00-05:00,8884,2026-07-15 07:20:00-05:00,8884,29548.75,,,,,,2026-07-15 07:20:00-05:00,8884,ENTRY,2026-07-15 07:15:00-05:00,8883,6.75,0.35310574166910774,"[{""timestamp"":""2026-07-15 07:15:00-05:00"",""bar_index"":8883,""open"":29564.5,""high"":29575.0,""low"":29562.25,""close"":29562.25,""atr"":19.11608677925539,""level"":29568.25,""tolerance"":1.911608677925539,""band_lower"":29566.338391322075,""band_upper"":29570.161608677925,""accepted"":true,""rejection_reason"":""""}]","[{""timestamp"":""2026-07-15 07:20:00-05:00"",""bar_index"":8884,""open"":29564.25,""high"":29565.0,""low"":29538.75,""close"":29548.75,""atr"":19.625652009308574,""bos_level"":29568.25,""directional_candle"":true,""close_beyond_bos_level"":true,""confirmed"":true,""invalid_condition"":false,""opposite_bos"":false,""failed_conditions"":[]}]","[{""candidate_id"":74,""direction"":""Short"",""timestamp"":""2026-07-15 07:10:00-05:00"",""bar_index"":8882,""event"":""SETUP_ACCEPTED"",""state_before"":""IDLE"",""state_after"":""SHORT_WAIT_BOS"",""open"":29572.5,""high"":29575.0,""low"":29556.0,""close"":29563.25,""atr"":19.605785762275037,""setup_score"":75},{""candidate_id"":74,""direction"":""Short"",""timestamp"":""2026-07-15 07:10:00-05:00"",""bar_index"":8882,""event"":""BOS_ACCEPTED"",""state_before"":""SHORT_WAIT_BOS"",""state_after"":""SHORT_WAIT_RETEST"",""open"":29572.5,""high"":29575.0,""low"":29556.0,""close"":29563.25,""atr"":19.605785762275037,""same_bar_setup_bos"":true,""bos_level"":29568.25,""bos_condition"":""bearBreakEvent=true; Close-mode close < activeStrLow[1]; close=29563.25; level=29568.25""},{""candidate_id"":74,""direction"":""Short"",""timestamp"":""2026-07-15 07:15:00-05:00"",""bar_index"":8883,""event"":""RETEST_EVALUATION"",""state_before"":""SHORT_WAIT_RETEST"",""state_after"":""SHORT_WAIT_RETEST"",""open"":29564.5,""high"":29575.0,""low"":29562.25,""close"":29562.25,""atr"":19.11608677925539,""retest_level"":29568.25,""tolerance"":1.911608677925539,""band_lower"":29566.338391322075,""band_upper"":29570.161608677925,""touch_condition"":true,""invalid_condition"":false,""opposite_bos"":false},{""candidate_id"":74,""direction"":""Short"",""timestamp"":""2026-07-15 07:15:00-05:00"",""bar_index"":8883,""event"":""RETEST_ACCEPTED"",""state_before"":""SHORT_WAIT_RETEST"",""state_after"":""SHORT_WAIT_CONFIRM"",""open"":29564.5,""high"":29575.0,""low"":29562.25,""close"":29562.25,""atr"":19.11608677925539,""retest_level"":29568.25,""tolerance"":1.911608677925539},{""candidate_id"":74,""direction"":""Short"",""timestamp"":""2026-07-15 07:20:00-05:00"",""bar_index"":8884,""event"":""CONFIRM_EVALUATION"",""state_before"":""SHORT_WAIT_CONFIRM"",""state_after"":""SHORT_WAIT_CONFIRM"",""open"":29564.25,""high"":29565.0,""low"":29538.75,""close"":29548.75,""atr"":19.625652009308574,""bos_level"":29568.25,""directional_candle"":true,""close_beyond_bos_level"":true,""confirmed"":true,""invalid_condition"":false,""opposite_bos"":false,""failed_conditions"":[]},{""candidate_id"":74,""direction"":""Short"",""timestamp"":""2026-07-15 07:20:00-05:00"",""bar_index"":8884,""event"":""CONFIRM_ENTRY"",""state_before"":""SHORT_WAIT_CONFIRM"",""state_after"":""IDLE"",""open"":29564.25,""high"":29565.0,""low"":29538.75,""close"":29548.75,""atr"":19.625652009308574,""risk_points"":29.43847801396286}]"
75,Short,2026-07-15 07:35:00-05:00,8887,75,IDLE,SHORT_WAIT_BOS,True,1,1,True,,,,,,,,,,,False,False,,,,False,False,,,,,,OPPOSITE_BOS_WAIT_BOS,,2026-07-15 07:45:00-05:00,opposite BOS invalidation,Opposite Phase 3 BOS while waiting for matching BOS,2026-07-15 07:45:00-05:00,8889,NO_ENTRY,,,,,[],[],"[{""candidate_id"":75,""direction"":""Short"",""timestamp"":""2026-07-15 07:35:00-05:00"",""bar_index"":8887,""event"":""SETUP_ACCEPTED"",""state_before"":""IDLE"",""state_after"":""SHORT_WAIT_BOS"",""open"":29624.0,""high"":29642.75,""low"":29614.75,""close"":29618.0,""atr"":25.721139746520016,""setup_score"":75},{""candidate_id"":75,""direction"":""Short"",""timestamp"":""2026-07-15 07:45:00-05:00"",""bar_index"":8889,""event"":""OPPOSITE_BOS_INVALIDATION"",""state_before"":""SHORT_WAIT_BOS"",""state_after"":""IDLE"",""open"":29634.25,""high"":29660.5,""low"":29624.0,""close"":29657.0,""atr"":28.051646005927978}]"
78,Short,2026-07-15 08:40:00-05:00,8900,90,LONG_WAIT_BOS,LONG_WAIT_BOS,True,1,1,False,,,,,,,,,,,False,False,,,,False,False,,,,,,,,,setup rejected,One active candidate already in LONG_WAIT_BOS,2026-07-15 08:40:00-05:00,8900,NO_ENTRY,,,,,[],[],[]
79,Short,2026-07-15 09:20:00-05:00,8908,90,IDLE,IDLE,False,0,1,False,,,,,,,,,,,False,False,,,,False,False,,,,,,,,,regime restriction,Variant C rejected neutral HTF regime,2026-07-15 09:20:00-05:00,8908,NO_ENTRY,,,,,[],[],[]
81,Short,2026-07-15 17:35:00-05:00,8995,90,IDLE,IDLE,False,0,6,False,,,,,,,,,,,False,False,,,,False,False,,,,,,,,,regime restriction,Variant C rejected neutral HTF regime,2026-07-15 17:35:00-05:00,8995,NO_ENTRY,,,,,[],[],[]
84,Short,2026-07-16 00:35:00-05:00,9079,90,IDLE,SHORT_WAIT_BOS,True,-1,0,True,2026-07-16 00:35:00-05:00,9079,29373.5,prior active swing,bearBreakEvent=true; Close-mode close < activeStrLow[1]; close=29361.75; level=29373.5,SHORT_WAIT_RETEST,29373.5,,,,True,False,,,,False,False,,,,,,RETEST_STRUCTURE_FAILED,,,retest touched but rejected,"Retest wick touched band, but close invalidated beyond 29376.43268038187",2026-07-16 00:40:00-05:00,9080,NO_ENTRY,2026-07-16 00:40:00-05:00,9080,24.0,0.8183639836231386,"[{""timestamp"":""2026-07-16 00:40:00-05:00"",""bar_index"":9080,""open"":29364.75,""high"":29397.5,""low"":29348.75,""close"":29384.75,""atr"":29.32680381869315,""level"":29373.5,""tolerance"":2.9326803818693152,""band_lower"":29370.56731961813,""band_upper"":29376.43268038187,""accepted"":false,""rejection_reason"":""CLOSE_ABOVE_BAND""}]",[],"[{""candidate_id"":84,""direction"":""Short"",""timestamp"":""2026-07-16 00:35:00-05:00"",""bar_index"":9079,""event"":""SETUP_ACCEPTED"",""state_before"":""IDLE"",""state_after"":""SHORT_WAIT_BOS"",""open"":29392.5,""high"":29392.5,""low"":29352.25,""close"":29361.75,""atr"":27.83271180474647,""setup_score"":90},{""candidate_id"":84,""direction"":""Short"",""timestamp"":""2026-07-16 00:35:00-05:00"",""bar_index"":9079,""event"":""BOS_ACCEPTED"",""state_before"":""SHORT_WAIT_BOS"",""state_after"":""SHORT_WAIT_RETEST"",""open"":29392.5,""high"":29392.5,""low"":29352.25,""close"":29361.75,""atr"":27.83271180474647,""same_bar_setup_bos"":true,""bos_level"":29373.5,""bos_condition"":""bearBreakEvent=true; Close-mode close < activeStrLow[1]; close=29361.75; level=29373.5""},{""candidate_id"":84,""direction"":""Short"",""timestamp"":""2026-07-16 00:40:00-05:00"",""bar_index"":9080,""event"":""RETEST_EVALUATION"",""state_before"":""SHORT_WAIT_RETEST"",""state_after"":""SHORT_WAIT_RETEST"",""open"":29364.75,""high"":29397.5,""low"":29348.75,""close"":29384.75,""atr"":29.32680381869315,""retest_level"":29373.5,""tolerance"":2.9326803818693152,""band_lower"":29370.56731961813,""band_upper"":29376.43268038187,""touch_condition"":true,""invalid_condition"":true,""opposite_bos"":false}]"
85,Short,2026-07-16 11:10:00-05:00,9206,75,IDLE,SHORT_WAIT_BOS,True,-1,3,True,2026-07-16 11:10:00-05:00,9206,29018.25,prior active swing,bearBreakEvent=true; Close-mode close < activeStrLow[1]; close=28975.5; level=29018.25,SHORT_WAIT_RETEST,29018.25,5.320643499234933,29012.929356500765,29023.570643499235,True,True,2026-07-16 11:30:00-05:00,9210,SHORT_WAIT_CONFIRM,True,True,2026-07-16 11:35:00-05:00,9211,2026-07-16 11:35:00-05:00,9211,28975.0,,,,,,2026-07-16 11:35:00-05:00,9211,ENTRY,2026-07-16 11:30:00-05:00,9210,3.5,0.06578151685041994,"[{""timestamp"":""2026-07-16 11:30:00-05:00"",""bar_index"":9210,""open"":28982.75,""high"":29021.75,""low"":28976.5,""close"":28996.0,""atr"":53.20643499234932,""level"":29018.25,""tolerance"":5.320643499234933,""band_lower"":29012.929356500765,""band_upper"":29023.570643499235,""accepted"":true,""rejection_reason"":""""}]","[{""timestamp"":""2026-07-16 11:35:00-05:00"",""bar_index"":9211,""open"":28995.75,""high"":29003.75,""low"":28971.0,""close"":28975.0,""atr"":51.745261064324374,""bos_level"":29018.25,""directional_candle"":true,""close_beyond_bos_level"":true,""confirmed"":true,""invalid_condition"":false,""opposite_bos"":false,""failed_conditions"":[]}]","[{""candidate_id"":85,""direction"":""Short"",""timestamp"":""2026-07-16 11:10:00-05:00"",""bar_index"":9206,""event"":""SETUP_ACCEPTED"",""state_before"":""IDLE"",""state_after"":""SHORT_WAIT_BOS"",""open"":29020.0,""high"":29022.0,""low"":28971.5,""close"":28975.5,""atr"":57.18644853702921,""setup_score"":75},{""candidate_id"":85,""direction"":""Short"",""timestamp"":""2026-07-16 11:10:00-05:00"",""bar_index"":9206,""event"":""BOS_ACCEPTED"",""state_before"":""SHORT_WAIT_BOS"",""state_after"":""SHORT_WAIT_RETEST"",""open"":29020.0,""high"":29022.0,""low"":28971.5,""close"":28975.5,""atr"":57.18644853702921,""same_bar_setup_bos"":true,""bos_level"":29018.25,""bos_condition"":""bearBreakEvent=true; Close-mode close < activeStrLow[1]; close=28975.5; level=29018.25""},{""candidate_id"":85,""direction"":""Short"",""timestamp"":""2026-07-16 11:15:00-05:00"",""bar_index"":9207,""event"":""RETEST_EVALUATION"",""state_before"":""SHORT_WAIT_RETEST"",""state_after"":""SHORT_WAIT_RETEST"",""open"":28975.75,""high"":28996.0,""low"":28961.25,""close"":28981.25,""atr"":55.583845070098555,""retest_level"":29018.25,""tolerance"":5.558384507009856,""band_lower"":29012.69161549299,""band_upper"":29023.80838450701,""touch_condition"":false,""invalid_condition"":false,""opposite_bos"":false},{""candidate_id"":85,""direction"":""Short"",""timestamp"":""2026-07-16 11:20:00-05:00"",""bar_index"":9208,""event"":""RETEST_EVALUATION"",""state_before"":""SHORT_WAIT_RETEST"",""state_after"":""SHORT_WAIT_RETEST"",""open"":28981.0,""high"":28981.75,""low"":28943.0,""close"":28962.0,""atr"":54.38142756509152,""retest_level"":29018.25,""tolerance"":5.438142756509152,""band_lower"":29012.81185724349,""band_upper"":29023.68814275651,""touch_condition"":false,""invalid_condition"":false,""opposite_bos"":false},{""candidate_id"":85,""direction"":""Short"",""timestamp"":""2026-07-16 11:25:00-05:00"",""bar_index"":9209,""event"":""RETEST_EVALUATION"",""state_before"":""SHORT_WAIT_RETEST"",""state_after"":""SHORT_WAIT_RETEST"",""open"":28962.0,""high"":28997.25,""low"":28950.75,""close"":28981.5,""atr"":53.81846845329927,""retest_level"":29018.25,""tolerance"":5.381846845329927,""band_lower"":29012.86815315467,""band_upper"":29023.63184684533,""touch_condition"":false,""invalid_condition"":false,""opposite_bos"":false},{""candidate_id"":85,""direction"":""Short"",""timestamp"":""2026-07-16 11:30:00-05:00"",""bar_index"":9210,""event"":""RETEST_EVALUATION"",""state_before"":""SHORT_WAIT_RETEST"",""state_after"":""SHORT_WAIT_RETEST"",""open"":28982.75,""high"":29021.75,""low"":28976.5,""close"":28996.0,""atr"":53.20643499234932,""retest_level"":29018.25,""tolerance"":5.320643499234933,""band_lower"":29012.929356500765,""band_upper"":29023.570643499235,""touch_condition"":true,""invalid_condition"":false,""opposite_bos"":false},{""candidate_id"":85,""direction"":""Short"",""timestamp"":""2026-07-16 11:30:00-05:00"",""bar_index"":9210,""event"":""RETEST_ACCEPTED"",""state_before"":""SHORT_WAIT_RETEST"",""state_after"":""SHORT_WAIT_CONFIRM"",""open"":28982.75,""high"":29021.75,""low"":28976.5,""close"":28996.0,""atr"":53.20643499234932,""retest_level"":29018.25,""tolerance"":5.320643499234933},{""candidate_id"":85,""direction"":""Short"",""timestamp"":""2026-07-16 11:35:00-05:00"",""bar_index"":9211,""event"":""CONFIRM_EVALUATION"",""state_before"":""SHORT_WAIT_CONFIRM"",""state_after"":""SHORT_WAIT_CONFIRM"",""open"":28995.75,""high"":29003.75,""low"":28971.0,""close"":28975.0,""atr"":51.745261064324374,""bos_level"":29018.25,""directional_candle"":true,""close_beyond_bos_level"":true,""confirmed"":true,""invalid_condition"":false,""opposite_bos"":false,""failed_conditions"":[]},{""candidate_id"":85,""direction"":""Short"",""timestamp"":""2026-07-16 11:35:00-05:00"",""bar_index"":9211,""event"":""CONFIRM_ENTRY"",""state_before"":""SHORT_WAIT_CONFIRM"",""state_after"":""IDLE"",""open"":28995.75,""high"":29003.75,""low"":28971.0,""close"":28975.0,""atr"":51.745261064324374,""risk_points"":77.61789159648656}]"
86,Short,2026-07-16 13:50:00-05:00,9238,75,IDLE,SHORT_WAIT_BOS,True,-1,4,True,2026-07-16 13:50:00-05:00,9238,28901.25,prior active swing,bearBreakEvent=true; Close-mode close < activeStrLow[1]; close=28894.5; level=28901.25,SHORT_WAIT_RETEST,28901.25,4.034976897044945,28897.215023102955,28905.284976897045,True,True,2026-07-16 13:55:00-05:00,9239,SHORT_WAIT_CONFIRM,True,False,,,,,,CONFIRMATION_STRUCTURE_FAILED,,,confirmation condition rejected,Confirmation close invalidated beyond 28905.2771214044,2026-07-16 14:00:00-05:00,9240,NO_ENTRY,2026-07-16 13:55:00-05:00,9239,4.5,0.11152480211957642,"[{""timestamp"":""2026-07-16 13:55:00-05:00"",""bar_index"":9239,""open"":28895.25,""high"":28905.75,""low"":28882.5,""close"":28892.75,""atr"":40.34976897044945,""level"":28901.25,""tolerance"":4.034976897044945,""band_lower"":28897.215023102955,""band_upper"":28905.284976897045,""accepted"":true,""rejection_reason"":""""}]","[{""timestamp"":""2026-07-16 14:00:00-05:00"",""bar_index"":9240,""open"":28892.25,""high"":28924.25,""low"":28885.0,""close"":28910.5,""atr"":40.27121404398878,""bos_level"":28901.25,""directional_candle"":false,""close_beyond_bos_level"":false,""confirmed"":false,""invalid_condition"":true,""opposite_bos"":false,""failed_conditions"":[""bearish_candle=false"",""close_below_bos_level=false""]}]","[{""candidate_id"":86,""direction"":""Short"",""timestamp"":""2026-07-16 13:50:00-05:00"",""bar_index"":9238,""event"":""SETUP_ACCEPTED"",""state_before"":""IDLE"",""state_after"":""SHORT_WAIT_BOS"",""open"":28927.0,""high"":28933.25,""low"":28892.25,""close"":28894.5,""atr"":41.66513581433018,""setup_score"":75},{""candidate_id"":86,""direction"":""Short"",""timestamp"":""2026-07-16 13:50:00-05:00"",""bar_index"":9238,""event"":""BOS_ACCEPTED"",""state_before"":""SHORT_WAIT_BOS"",""state_after"":""SHORT_WAIT_RETEST"",""open"":28927.0,""high"":28933.25,""low"":28892.25,""close"":28894.5,""atr"":41.66513581433018,""same_bar_setup_bos"":true,""bos_level"":28901.25,""bos_condition"":""bearBreakEvent=true; Close-mode close < activeStrLow[1]; close=28894.5; level=28901.25""},{""candidate_id"":86,""direction"":""Short"",""timestamp"":""2026-07-16 13:55:00-05:00"",""bar_index"":9239,""event"":""RETEST_EVALUATION"",""state_before"":""SHORT_WAIT_RETEST"",""state_after"":""SHORT_WAIT_RETEST"",""open"":28895.25,""high"":28905.75,""low"":28882.5,""close"":28892.75,""atr"":40.34976897044945,""retest_level"":28901.25,""tolerance"":4.034976897044945,""band_lower"":28897.215023102955,""band_upper"":28905.284976897045,""touch_condition"":true,""invalid_condition"":false,""opposite_bos"":false},{""candidate_id"":86,""direction"":""Short"",""timestamp"":""2026-07-16 13:55:00-05:00"",""bar_index"":9239,""event"":""RETEST_ACCEPTED"",""state_before"":""SHORT_WAIT_RETEST"",""state_after"":""SHORT_WAIT_CONFIRM"",""open"":28895.25,""high"":28905.75,""low"":28882.5,""close"":28892.75,""atr"":40.34976897044945,""retest_level"":28901.25,""tolerance"":4.034976897044945},{""candidate_id"":86,""direction"":""Short"",""timestamp"":""2026-07-16 14:00:00-05:00"",""bar_index"":9240,""event"":""CONFIRM_EVALUATION"",""state_before"":""SHORT_WAIT_CONFIRM"",""state_after"":""SHORT_WAIT_CONFIRM"",""open"":28892.25,""high"":28924.25,""low"":28885.0,""close"":28910.5,""atr"":40.27121404398878,""bos_level"":28901.25,""directional_candle"":false,""close_beyond_bos_level"":false,""confirmed"":false,""invalid_condition"":true,""opposite_bos"":false,""failed_conditions"":[""bearish_candle=false"",""close_below_bos_level=false""]}]"
92,Short,2026-07-20 00:20:00-05:00,9628,75,IDLE,IDLE,False,0,0,False,,,,,,,,,,,False,False,,,,False,False,,,,,,,,,regime restriction,Variant C rejected neutral HTF regime,2026-07-20 00:20:00-05:00,9628,NO_ENTRY,,,,,[],[],[]
93,Short,2026-07-20 00:50:00-05:00,9634,90,IDLE,IDLE,False,0,0,False,,,,,,,,,,,False,False,,,,False,False,,,,,,,,,regime restriction,Variant C rejected neutral HTF regime,2026-07-20 00:50:00-05:00,9634,NO_ENTRY,,,,,[],[],[]
95,Short,2026-07-20 10:50:00-05:00,9754,85,IDLE,SHORT_WAIT_BOS,True,-1,3,True,,,,,,,,,,,False,False,,,,False,False,,,,,,OPPOSITE_BOS_WAIT_BOS,,2026-07-20 11:00:00-05:00,opposite BOS invalidation,Opposite Phase 3 BOS while waiting for matching BOS,2026-07-20 11:00:00-05:00,9756,NO_ENTRY,,,,,[],[],"[{""candidate_id"":95,""direction"":""Short"",""timestamp"":""2026-07-20 10:50:00-05:00"",""bar_index"":9754,""event"":""SETUP_ACCEPTED"",""state_before"":""IDLE"",""state_after"":""SHORT_WAIT_BOS"",""open"":28666.75,""high"":28737.5,""low"":28656.25,""close"":28726.0,""atr"":58.16300412080038,""setup_score"":85},{""candidate_id"":95,""direction"":""Short"",""timestamp"":""2026-07-20 11:00:00-05:00"",""bar_index"":9756,""event"":""OPPOSITE_BOS_INVALIDATION"",""state_before"":""SHORT_WAIT_BOS"",""state_after"":""IDLE"",""open"":28733.0,""high"":28751.25,""low"":28711.0,""close"":28745.25,""atr"":54.60100865517992}]"
97,Short,2026-07-20 13:40:00-05:00,9788,75,IDLE,IDLE,False,0,4,False,,,,,,,,,,,False,False,,,,False,False,,,,,,,,,regime restriction,Variant C rejected neutral HTF regime,2026-07-20 13:40:00-05:00,9788,NO_ENTRY,,,,,[],[],[]
99,Short,2026-07-20 21:15:00-05:00,9867,75,IDLE,IDLE,False,0,0,False,,,,,,,,,,,False,False,,,,False,False,,,,,,,,,regime restriction,Variant C rejected neutral HTF regime,2026-07-20 21:15:00-05:00,9867,NO_ENTRY,,,,,[],[],[]
100,Short,2026-07-21 06:00:00-05:00,9972,90,IDLE,IDLE,False,0,1,False,,,,,,,,,,,False,False,,,,False,False,,,,,,,,,regime restriction,Variant C rejected neutral HTF regime,2026-07-21 06:00:00-05:00,9972,NO_ENTRY,,,,,[],[],[]
103,Short,2026-07-21 09:05:00-05:00,10009,75,LONG_WAIT_BOS,LONG_WAIT_BOS,True,1,1,False,,,,,,,,,,,False,False,,,,False,False,,,,,,,,,setup rejected,One active candidate already in LONG_WAIT_BOS,2026-07-21 09:05:00-05:00,10009,NO_ENTRY,,,,,[],[],[]
104,Short,2026-07-21 09:45:00-05:00,10017,85,IDLE,SHORT_WAIT_BOS,True,1,2,True,,,,,,,,,,,False,False,,,,False,False,,,,,,OPPOSITE_BOS_WAIT_BOS,,2026-07-21 10:05:00-05:00,opposite BOS invalidation,Opposite Phase 3 BOS while waiting for matching BOS,2026-07-21 10:05:00-05:00,10021,NO_ENTRY,,,,,[],[],"[{""candidate_id"":104,""direction"":""Short"",""timestamp"":""2026-07-21 09:45:00-05:00"",""bar_index"":10017,""event"":""SETUP_ACCEPTED"",""state_before"":""IDLE"",""state_after"":""SHORT_WAIT_BOS"",""open"":28907.0,""high"":28938.75,""low"":28894.5,""close"":28909.75,""atr"":52.54302122760209,""setup_score"":85},{""candidate_id"":104,""direction"":""Short"",""timestamp"":""2026-07-21 10:05:00-05:00"",""bar_index"":10021,""event"":""OPPOSITE_BOS_INVALIDATION"",""state_before"":""SHORT_WAIT_BOS"",""state_after"":""IDLE"",""open"":28881.0,""high"":28964.25,""low"":28863.25,""close"":28955.75,""atr"":53.256155749727796}]"
106,Short,2026-07-21 10:20:00-05:00,10024,70,IDLE,SHORT_WAIT_BOS,True,1,2,True,,,,,,,,,,,False,False,,,,False,False,,,,,,,BOS_NOT_CONFIRMED,,BOS expired,No matching BOS within >8 bars,2026-07-21 11:05:00-05:00,10033,NO_ENTRY,,,,,[],[],"[{""candidate_id"":106,""direction"":""Short"",""timestamp"":""2026-07-21 10:20:00-05:00"",""bar_index"":10024,""event"":""SETUP_ACCEPTED"",""state_before"":""IDLE"",""state_after"":""SHORT_WAIT_BOS"",""open"":28966.0,""high"":28992.5,""low"":28954.0,""close"":28983.25,""atr"":48.340205605740515,""setup_score"":70},{""candidate_id"":106,""direction"":""Short"",""timestamp"":""2026-07-21 11:05:00-05:00"",""bar_index"":10033,""event"":""BOS_EXPIRED"",""state_before"":""SHORT_WAIT_BOS"",""state_after"":""IDLE"",""open"":28984.75,""high"":29007.0,""low"":28980.75,""close"":28991.25,""atr"":40.44612973696978}]"
110,Short,2026-07-21 13:30:00-05:00,10062,85,LONG_WAIT_BOS,LONG_WAIT_BOS,True,1,4,False,,,,,,,,,,,False,False,,,,False,False,,,,,,,,,setup rejected,One active candidate already in LONG_WAIT_BOS,2026-07-21 13:30:00-05:00,10062,NO_ENTRY,,,,,[],[],[]
114,Short,2026-07-22 06:40:00-05:00,10256,90,IDLE,IDLE,False,0,1,False,,,,,,,,,,,False,False,,,,False,False,,,,,,,,,regime restriction,Variant C rejected neutral HTF regime,2026-07-22 06:40:00-05:00,10256,NO_ENTRY,,,,,[],[],[]
