timestamp_utc,market_timestamp,signal_id,symbol,state_before,state_after,pine_event,pine_direction,pine_signal_price,pine_atr,current_price,current_atr,position,entry_price,stop_price,target_price,current_R,MFE_R,MAE_R,bars_in_trade,minutes_in_trade,market_data_health,action,reason_code,order_id,order_action,order_status,fill_price,latency_ms
2026-09-03T03:05:02.575156+00:00,2026-08-30T17:00:00+00:00,1077a43a-3628-4b2b-839c-fa090ff68891,NQ,FLAT,LONG_ACTIVE,SIGNAL_LONG,LONG,20002.5,10.0,20002.5,0.0,LONG,20002.5,19992.5,20027.5,0.0,0.0,0.0,0,0.0,DATA_HEALTHY,TAKE_LONG,FILLED,4f88320a-8c9a-435c-9697-0d13f6aa4a04,MARKET_BUY,FILLED,20002.5,295502574.653
2026-09-03T03:05:02.575638+00:00,2026-08-30T17:00:00+00:00,,NQ,LONG_ACTIVE,LONG_ACTIVE,,,,,20002.5,0.0,LONG,20002.5,19992.5,20027.5,0.0,0.1,0.35,1,0.0,DATA_HEALTHY,HOLD_LONG,manage,,,,20002.5,
2026-09-03T03:05:02.576157+00:00,2026-08-30T17:01:00+00:00,,NQ,LONG_ACTIVE,LONG_ACTIVE,,,,,20000.0,0.0,LONG,20002.5,19992.5,20027.5,-0.25,0.1,0.35,2,0.0,DATA_HEALTHY,HOLD_LONG,manage,,,,20000.0,
2026-09-03T03:05:02.576574+00:00,2026-08-30T17:02:00+00:00,,NQ,LONG_ACTIVE,LONG_ACTIVE,,,,,20002.5,0.0,LONG,20002.5,19992.5,20027.5,0.0,0.1,0.35,3,0.0,DATA_HEALTHY,HOLD_LONG,manage,,,,20002.5,
2026-09-03T03:05:02.576960+00:00,2026-08-30T17:03:00+00:00,,NQ,LONG_ACTIVE,LONG_ACTIVE,,,,,20000.0,0.0,LONG,20002.5,19992.5,20027.5,-0.25,0.1,0.35,4,0.0,DATA_HEALTHY,HOLD_LONG,manage,,,,20000.0,
2026-09-03T03:05:02.577348+00:00,2026-08-30T17:04:00+00:00,,NQ,LONG_ACTIVE,LONG_ACTIVE,,,,,20002.5,0.0,LONG,20002.5,19992.5,20027.5,0.0,0.1,0.35,5,0.0,DATA_HEALTHY,HOLD_LONG,manage,,,,20002.5,
2026-09-03T03:05:02.577759+00:00,2026-08-30T17:05:00+00:00,,NQ,LONG_ACTIVE,LONG_ACTIVE,,,,,20000.0,0.0,LONG,20002.5,19992.5,20027.5,-0.25,0.1,0.35,6,0.0,DATA_HEALTHY,HOLD_LONG,manage,,,,20000.0,
2026-09-03T03:05:02.578181+00:00,2026-08-30T17:06:00+00:00,,NQ,LONG_ACTIVE,LONG_ACTIVE,,,,,20002.5,0.0,LONG,20002.5,19992.5,20027.5,0.0,0.1,0.35,7,0.0,DATA_HEALTHY,HOLD_LONG,manage,,,,20002.5,
2026-09-03T03:05:02.578540+00:00,2026-08-30T17:07:00+00:00,,NQ,LONG_ACTIVE,LONG_ACTIVE,,,,,20000.0,0.0,LONG,20002.5,19992.5,20027.5,-0.25,0.1,0.35,8,0.0,DATA_HEALTHY,HOLD_LONG,manage,,,,20000.0,
2026-09-03T03:05:02.578904+00:00,2026-08-30T17:08:00+00:00,,NQ,LONG_ACTIVE,LONG_ACTIVE,,,,,20002.5,0.0,LONG,20002.5,19992.5,20027.5,0.0,0.1,0.35,9,0.0,DATA_HEALTHY,HOLD_LONG,manage,,,,20002.5,
2026-09-03T03:05:02.579262+00:00,2026-08-30T17:09:00+00:00,,NQ,LONG_ACTIVE,LONG_ACTIVE,,,,,20000.0,0.0,LONG,20002.5,19992.5,20027.5,-0.25,0.1,0.35,10,0.0,DATA_HEALTHY,HOLD_LONG,manage,,,,20000.0,
2026-09-03T03:05:02.579627+00:00,2026-08-30T17:10:00+00:00,,NQ,LONG_ACTIVE,LONG_ACTIVE,,,,,20002.5,0.0,LONG,20002.5,19992.5,20027.5,0.0,0.1,0.35,11,0.0,DATA_HEALTHY,HOLD_LONG,manage,,,,20002.5,
2026-09-03T03:05:02.580002+00:00,2026-08-30T17:11:00+00:00,,NQ,LONG_ACTIVE,LONG_ACTIVE,,,,,20000.0,0.0,LONG,20002.5,19992.5,20027.5,-0.25,0.1,0.35,12,0.0,DATA_HEALTHY,HOLD_LONG,manage,,,,20000.0,
2026-09-03T03:05:02.580357+00:00,2026-08-30T17:12:00+00:00,,NQ,LONG_ACTIVE,LONG_ACTIVE,,,,,20002.5,0.0,LONG,20002.5,19992.5,20027.5,0.0,0.1,0.35,13,0.0,DATA_HEALTHY,HOLD_LONG,manage,,,,20002.5,
2026-09-03T03:05:02.580713+00:00,2026-08-30T17:13:00+00:00,,NQ,LONG_ACTIVE,LONG_ACTIVE,,,,,20000.0,0.0,LONG,20002.5,19992.5,20027.5,-0.25,0.1,0.35,14,0.0,DATA_HEALTHY,HOLD_LONG,manage,,,,20000.0,
2026-09-03T03:05:02.581082+00:00,2026-08-30T17:14:00+00:00,,NQ,LONG_ACTIVE,LONG_ACTIVE,,,,,20002.5,4.5,LONG,20002.5,19992.5,20027.5,0.0,0.1,0.35,15,0.0,DATA_HEALTHY,HOLD_LONG,manage,,,,20002.5,
2026-09-03T03:05:02.581448+00:00,2026-08-30T17:15:00+00:00,,NQ,LONG_ACTIVE,LONG_ACTIVE,,,,,20000.0,4.5,LONG,20002.5,19992.5,20027.5,-0.25,0.1,0.35,16,0.0,DATA_HEALTHY,HOLD_LONG,manage,,,,20000.0,
2026-09-03T03:05:02.581805+00:00,2026-08-30T17:16:00+00:00,,NQ,LONG_ACTIVE,LONG_ACTIVE,,,,,20002.5,4.5,LONG,20002.5,19992.5,20027.5,0.0,0.1,0.35,17,0.0,DATA_HEALTHY,HOLD_LONG,manage,,,,20002.5,
2026-09-03T03:05:02.582203+00:00,2026-08-30T17:17:00+00:00,,NQ,LONG_ACTIVE,LONG_ACTIVE,,,,,20000.0,4.5,LONG,20002.5,19992.5,20027.5,-0.25,0.1,0.35,18,0.0,DATA_HEALTHY,HOLD_LONG,manage,,,,20000.0,
2026-09-03T03:05:02.582588+00:00,2026-08-30T17:18:00+00:00,,NQ,LONG_ACTIVE,LONG_ACTIVE,,,,,20002.5,4.5,LONG,20002.5,19992.5,20027.5,0.0,0.1,0.35,19,0.0,DATA_HEALTHY,HOLD_LONG,manage,,,,20002.5,
2026-09-03T03:05:02.582943+00:00,2026-08-30T17:19:00+00:00,,NQ,LONG_ACTIVE,LONG_ACTIVE,,,,,20000.0,4.5,LONG,20002.5,19992.5,20027.5,-0.25,0.1,0.35,20,0.0,DATA_HEALTHY,HOLD_LONG,manage,,,,20000.0,
2026-09-03T03:05:02.583312+00:00,2026-08-30T17:20:00+00:00,,NQ,LONG_ACTIVE,LONG_ACTIVE,,,,,20002.5,4.5,LONG,20002.5,19992.5,20027.5,0.0,0.1,0.35,21,0.0,DATA_HEALTHY,HOLD_LONG,manage,,,,20002.5,
2026-09-03T03:05:02.583671+00:00,2026-08-30T17:21:00+00:00,,NQ,LONG_ACTIVE,LONG_ACTIVE,,,,,20000.0,4.5,LONG,20002.5,19992.5,20027.5,-0.25,0.1,0.35,22,0.0,DATA_HEALTHY,HOLD_LONG,manage,,,,20000.0,
2026-09-03T03:05:02.584028+00:00,2026-08-30T17:22:00+00:00,,NQ,LONG_ACTIVE,LONG_ACTIVE,,,,,20002.5,4.5,LONG,20002.5,19992.5,20027.5,0.0,0.1,0.35,23,0.0,DATA_HEALTHY,HOLD_LONG,manage,,,,20002.5,
2026-09-03T03:05:02.584446+00:00,2026-08-30T17:23:00+00:00,,NQ,LONG_ACTIVE,LONG_ACTIVE,,,,,20000.0,4.5,LONG,20002.5,19992.5,20027.5,-0.25,0.1,0.35,24,0.0,DATA_HEALTHY,HOLD_LONG,manage,,,,20000.0,
2026-09-03T03:05:02.584800+00:00,2026-08-30T17:24:00+00:00,,NQ,LONG_ACTIVE,LONG_ACTIVE,,,,,20002.5,4.5,LONG,20002.5,19992.5,20027.5,0.0,0.1,0.35,25,0.0,DATA_HEALTHY,HOLD_LONG,manage,,,,20002.5,
2026-09-03T03:05:02.585156+00:00,2026-08-30T17:25:00+00:00,,NQ,LONG_ACTIVE,LONG_ACTIVE,,,,,20000.0,4.5,LONG,20002.5,19992.5,20027.5,-0.25,0.1,0.35,26,0.0,DATA_HEALTHY,HOLD_LONG,manage,,,,20000.0,
2026-09-03T03:05:02.585800+00:00,2026-08-30T17:26:00+00:00,,NQ,LONG_ACTIVE,LONG_ACTIVE,,,,,20002.5,4.5,LONG,20002.5,19992.5,20027.5,0.0,0.1,0.35,27,0.0,DATA_HEALTHY,HOLD_LONG,manage,,,,20002.5,
2026-09-03T03:05:02.586148+00:00,2026-08-30T17:27:00+00:00,,NQ,LONG_ACTIVE,LONG_ACTIVE,,,,,20000.0,4.5,LONG,20002.5,19992.5,20027.5,-0.25,0.1,0.35,28,0.0,DATA_HEALTHY,HOLD_LONG,manage,,,,20000.0,
2026-09-03T03:05:02.586507+00:00,2026-08-30T17:28:00+00:00,,NQ,LONG_ACTIVE,LONG_ACTIVE,,,,,20002.5,4.5,LONG,20002.5,19992.5,20027.5,0.0,0.1,0.35,29,0.0,DATA_HEALTHY,HOLD_LONG,manage,,,,20002.5,
2026-09-03T03:05:02.586875+00:00,2026-08-30T17:29:00+00:00,,NQ,LONG_ACTIVE,LONG_ACTIVE,,,,,20000.0,4.5,LONG,20002.5,19992.5,20027.5,-0.25,0.1,0.35,30,0.0,DATA_HEALTHY,HOLD_LONG,manage,,,,20000.0,
