timestamp,direction,quality,entry_price,atr,mfe_r,mae_r,terminal_r,target_before_stop,exit_reason,time_to_target,time_to_stop,session_bucket
2018-01-02 09:30:00-06:00,Long,STRONG,6475.5,9.266939951927258,2.0502992464139735,0.10791048665336701,2.0,True,TARGET,3.0,,Opening
2018-01-02 11:30:00-06:00,Long,GOOD,6480.0,7.542861090778634,1.6792920503536826,0.2651513763716341,1.5467163621678655,False,TIME,,,Morning
2018-01-02 11:45:00-06:00,Long,GOOD,6481.0,7.182656727151588,1.577874839889191,0.18563233410461072,1.4850586728368858,False,TIME,,,Morning
2018-01-02 12:00:00-06:00,Long,STRONG,6484.25,7.044609818069333,2.365875058674915,0.8043975199494712,2.0,True,TARGET,4.0,,Midday
2018-01-02 12:15:00-06:00,Long,GOOD,6486.75,7.059280545350094,1.8887666027263814,0.2833149904089572,1.416574952044786,False,TIME,,,Midday
2018-01-02 12:30:00-06:00,Long,GOOD,6488.75,6.858617649253659,1.7496237016953142,0.5832079005651047,1.2636171178910602,False,TIME,,,Midday
2018-01-02 12:45:00-06:00,Long,GOOD,6489.0,6.636573531449826,1.757935267556354,0.10045344386036309,1.205441326324357,False,TIME,,,Midday
2018-01-02 13:45:00-06:00,Long,STRONG,6495.0,6.101036719901564,2.0215143588797027,0.38244866249075454,2.0,True,TARGET,4.0,,Midday
2018-01-02 14:00:00-06:00,Long,STRONG,6494.5,5.879534097051453,2.21105954747663,0.22677533820273127,2.0,True,TARGET,3.0,,Afternoon
2018-01-02 14:15:00-06:00,Long,GOOD,6496.5,5.691710232976349,1.8155058691260455,0.7027764654681466,-0.058564705455678885,False,TIME,,,Afternoon
2018-01-02 14:45:00-06:00,Short,STRONG,6501.75,5.78775014986226,2.188530316390405,0.057592903062905404,2.0,True,TARGET,4.0,,Afternoon
2018-01-03 09:45:00-06:00,Long,GOOD,6551.25,6.49915822233988,1.5386608015829653,0.974485174335878,0.30773216031659306,False,TIME,,,Opening
2018-01-03 10:30:00-06:00,Long,STRONG,6553.0,6.625874859504633,2.3644676361783787,0.20123128818539393,2.0,True,TARGET,4.0,,Morning
2018-01-03 10:45:00-06:00,Long,STRONG,6552.75,6.474026655254302,2.471413982674051,0.0514877913057094,2.0,True,TARGET,3.0,,Morning
2018-01-03 11:00:00-06:00,Long,STRONG,6554.75,6.29731046559328,2.117306015986172,0.3175959023979258,2.0,True,TARGET,2.0,,Morning
2018-01-03 11:15:00-06:00,Long,STRONG,6558.5,6.22250257519376,2.464174686638177,0.26784507463458446,2.0,True,TARGET,2.0,,Morning
2018-01-03 11:45:00-06:00,Short,STRONG,6566.75,6.291341506161966,2.596160662608425,0.2649143533273903,2.0,True,TARGET,3.0,,Morning
2018-01-03 12:00:00-06:00,Short,STRONG,6564.75,6.163388541436111,2.217394956489672,0.7030764496186764,2.0,True,TARGET,2.0,,Midday
2018-01-03 12:15:00-06:00,Short,STRONG,6564.75,6.008860788476389,2.2744189202845546,0.11094726440412461,2.0,True,TARGET,1.0,,Midday
2018-01-03 12:45:00-06:00,Long,STRONG,6554.0,6.251262618635254,2.452837813536113,0.586548172802114,2.0,True,TARGET,2.0,,Midday
2018-01-03 13:45:00-06:00,Long,STRONG,6562.25,6.508429082956099,2.048625430712597,0.8706658080528538,2.0,True,TARGET,4.0,,Midday
2018-01-03 14:00:00-06:00,Long,STRONG,6560.0,6.347112719887806,2.573348552981433,0.0,2.0,True,TARGET,3.0,,Afternoon
2018-01-03 14:15:00-06:00,Long,GOOD,6564.25,6.2330332398958195,1.7113123348023331,0.9091346778637395,-0.8021776569385937,False,TIME,,,Afternoon
2018-01-04 09:30:00-06:00,Short,STRONG,6589.0,8.033123493551775,2.7386607485443863,0.7054126170493117,2.0,True,TARGET,3.0,,Opening
2018-01-04 09:45:00-06:00,Short,STRONG,6586.0,8.137900386869505,2.2118727367372277,0.16384242494349835,2.0,True,TARGET,2.0,,Opening
2018-01-04 10:00:00-06:00,Short,GOOD,6582.25,8.038764644950255,1.6171639019393689,0.8293148215073687,-0.663451857205895,False,TIME,,,Opening
2018-01-04 10:15:00-06:00,Long,STRONG,6574.75,8.178852884596665,2.037775578291084,0.0,2.0,True,TARGET,3.0,,Opening
2018-01-04 10:30:00-06:00,Long,GOOD,6577.0,8.219649107125475,1.6626824927136201,0.4460855468256054,0.5271920098848064,False,TIME,,,Morning
