seq_id,seq_type,direction,leg_id,pullback_id,setup_i,setup_ts,reaction_i,reaction_strength,failed,leg_distance_atr,pullback_depth_pct,prior_swing_holds
SEQ-0000001,R1,BEAR,LEG-0000003,PB-0000001,135,2017-10-01 19:15:00-05:00,137.0,0.3181818181818182,False,5.409090909090909,0.4117647058823529,True
SEQ-0000002,R1,BEAR,LEG-0000004,PB-0000002,166,2017-10-01 19:47:00-05:00,168.0,0.6086956521739131,True,9.935483870967742,0.5,True
SEQ-0000003,R1,BULL,LEG-0000005,PB-0000003,183,2017-10-01 20:04:00-05:00,186.0,0.5185185185185185,True,8.4,1.0,True
SEQ-0000004,C1,BEAR,LEG-0000010,PB-0000004,310,2017-10-01 22:13:00-05:00,311.0,1.647058823529412,False,14.823529411764707,0.5555555555555556,True
SEQ-0000005,R1,BULL,LEG-0000013,PB-0000005,348,2017-10-01 22:51:00-05:00,349.0,0.38888888888888884,False,8.4,0.5833333333333334,True
SEQ-0000006,C1,BEAR,LEG-0000018,PB-0000006,397,2017-10-01 23:43:00-05:00,398.0,1.0769230769230769,False,7.84,0.9285714285714286,True
SEQ-0000007,R1,BEAR,LEG-0000022,PB-0000007,446,2017-10-02 00:40:00-05:00,448.0,2.2105263157894735,False,6.363636363636364,1.0,True
SEQ-0000008,R1,BEAR,LEG-0000023,PB-0000008,446,2017-10-02 00:40:00-05:00,448.0,2.2105263157894735,False,9.882352941176471,1.0,True
SEQ-0000009,R1,BEAR,LEG-0000027,PB-0000009,464,2017-10-02 01:00:00-05:00,465.0,0.5384615384615384,False,6.0,0.8888888888888888,True
SEQ-0000010,C1,BEAR,LEG-0000028,PB-0000010,476,2017-10-02 01:12:00-05:00,480.0,1.9310344827586206,True,5.5,0.7272727272727273,True
SEQ-0000011,C1,BEAR,LEG-0000029,PB-0000011,538,2017-10-02 02:15:00-05:00,540.0,0.5957446808510638,True,8.615384615384615,0.75,True
SEQ-0000012,C1,BULL,LEG-0000040,PB-0000012,686,2017-10-02 04:44:00-05:00,687.0,0.38888888888888884,False,4.516129032258064,0.8,True
SEQ-0000013,C1,BULL,LEG-0000041,PB-0000013,708,2017-10-02 05:06:00-05:00,710.0,1.2727272727272727,False,5.419354838709677,0.6666666666666666,True
SEQ-0000014,C1,BULL,LEG-0000042,PB-0000014,772,2017-10-02 06:10:00-05:00,773.0,1.4000000000000001,False,5.8048780487804885,0.35294117647058826,True
SEQ-0000015,C1,BULL,LEG-0000043,PB-0000015,772,2017-10-02 06:10:00-05:00,773.0,1.4000000000000001,False,5.526315789473684,0.8,True
SEQ-0000016,C1,BULL,LEG-0000044,PB-0000016,772,2017-10-02 06:10:00-05:00,773.0,1.4000000000000001,False,5.463414634146342,0.8125,True
SEQ-0000017,R1,BULL,LEG-0000048,PB-0000017,793,2017-10-02 06:31:00-05:00,794.0,0.45161290322580644,False,3.7333333333333334,0.625,True
SEQ-0000018,R1,BULL,LEG-0000058,PB-0000018,930,2017-10-02 08:48:00-05:00,933.0,0.2857142857142857,True,2.720379146919431,0.8292682926829268,True
SEQ-0000019,C1,BULL,LEG-0000061,PB-0000019,954,2017-10-02 09:12:00-05:00,955.0,0.44680851063829785,False,4.48314606741573,0.45614035087719296,True
SEQ-0000020,R1,BULL,LEG-0000062,PB-0000020,1013,2017-10-02 10:11:00-05:00,1014.0,1.0769230769230769,False,3.127659574468085,0.9523809523809523,True
SEQ-0000021,R1,BEAR,LEG-0000064,PB-0000021,990,2017-10-02 09:48:00-05:00,992.0,0.6666666666666666,True,3.343283582089552,0.9375,True
SEQ-0000022,C1,BEAR,LEG-0000066,PB-0000022,1018,2017-10-02 10:16:00-05:00,1019.0,0.7636363636363637,False,3.7837837837837838,0.43333333333333335,True
SEQ-0000023,C1,BEAR,LEG-0000067,PB-0000023,1018,2017-10-02 10:16:00-05:00,1019.0,0.7636363636363637,False,5.232323232323233,0.5405405405405406,True
SEQ-0000024,C1,BEAR,LEG-0000068,PB-0000024,1019,2017-10-02 10:17:00-05:00,1021.0,0.8521739130434783,True,2.9272727272727272,0.8260869565217391,True
SEQ-0000025,C1,BEAR,LEG-0000070,PB-0000025,1045,2017-10-02 10:43:00-05:00,1046.0,2.4393939393939394,False,7.952,0.15492957746478872,True
SEQ-0000026,C1,BEAR,LEG-0000071,PB-0000026,1056,2017-10-02 10:54:00-05:00,1057.0,1.6115107913669064,False,11.5,0.1565217391304348,True
SEQ-0000027,R1,BULL,LEG-0000073,PB-0000027,1104,2017-10-02 11:42:00-05:00,1105.0,1.1951219512195124,False,9.731707317073171,0.3157894736842105,True
SEQ-0000028,C1,BULL,LEG-0000075,PB-0000028,1165,2017-10-02 12:43:00-05:00,1166.0,0.1627906976744186,False,4.083333333333333,0.6666666666666666,True
SEQ-0000029,R1,BULL,LEG-0000076,PB-0000029,1165,2017-10-02 12:43:00-05:00,1166.0,0.1627906976744186,False,4.285714285714286,1.0,True
SEQ-0000030,C1,BULL,LEG-0000083,PB-0000030,1258,2017-10-02 14:16:00-05:00,1259.0,0.6363636363636364,False,6.803738317757009,0.9615384615384616,True
SEQ-0000031,C1,BEAR,LEG-0000084,PB-0000031,1293,2017-10-02 14:51:00-05:00,1295.0,0.736842105263158,True,7.974683544303797,0.7777777777777778,True
SEQ-0000032,R1,BULL,LEG-0000086,PB-0000032,1288,2017-10-02 14:46:00-05:00,1289.0,1.2584269662921348,False,5.090909090909091,0.8125,True
SEQ-0000033,C1,BULL,LEG-0000088,PB-0000033,1316,2017-10-02 15:14:00-05:00,1317.0,0.22580645161290322,False,3.9016393442622954,0.8235294117647058,True
SEQ-0000034,R1,BEAR,LEG-0000089,PB-0000034,1347,2017-10-02 17:00:00-05:00,1350.0,1.435897435897436,True,6.618181818181818,1.0,True
SEQ-0000035,C1,BULL,LEG-0000090,PB-0000035,1354,2017-10-02 17:07:00-05:00,1355.0,0.6222222222222222,False,8.088888888888889,0.6153846153846154,True
SEQ-0000036,R1,BEAR,LEG-0000093,PB-0000036,1424,2017-10-02 18:23:00-05:00,1429.0,2.3333333333333335,True,5.090909090909091,0.5,True
SEQ-0000037,C1,BEAR,LEG-0000094,PB-0000037,1444,2017-10-02 18:44:00-05:00,1446.0,1.5555555555555554,False,5.384615384615384,1.0,True
SEQ-0000038,R1,BULL,LEG-0000099,PB-0000038,1524,2017-10-02 20:06:00-05:00,1527.0,1.1666666666666665,True,4.529411764705883,0.2727272727272727,True
SEQ-0000039,R1,BULL,LEG-0000100,PB-0000039,1531,2017-10-02 20:13:00-05:00,1534.0,1.135135135135135,True,5.121951219512195,0.3333333333333333,True
SEQ-0000040,C1,BULL,LEG-0000101,PB-0000040,1541,2017-10-02 20:23:00-05:00,1542.0,1.0,False,4.2,0.3333333333333333,True
SEQ-0000041,C1,BULL,LEG-0000102,PB-0000041,1564,2017-10-02 20:46:00-05:00,1565.0,0.3684210526315789,False,8.195121951219512,0.3333333333333333,True
SEQ-0000042,C1,BULL,LEG-0000104,PB-0000042,1611,2017-10-02 21:33:00-05:00,1613.0,0.411764705882353,False,9.863636363636363,0.45161290322580644,True
SEQ-0000043,R1,BULL,LEG-0000107,PB-0000043,1647,2017-10-02 22:09:00-05:00,1648.0,1.2727272727272727,False,8.166666666666668,0.7142857142857143,True
SEQ-0000044,C1,BULL,LEG-0000108,PB-0000044,1721,2017-10-02 23:27:00-05:00,1723.0,0.4666666666666667,False,6.758620689655172,0.9285714285714286,True
SEQ-0000045,R1,BEAR,LEG-0000112,PB-0000045,1763,2017-10-03 00:09:00-05:00,1765.0,3.5,False,4.8125,0.5454545454545454,True
SEQ-0000046,R1,BEAR,LEG-0000113,PB-0000046,1785,2017-10-03 00:35:00-05:00,1790.0,0.7777777777777777,True,7.91304347826087,0.7692307692307693,True
SEQ-0000047,R1,BULL,LEG-0000115,PB-0000047,1743,2017-10-02 23:49:00-05:00,1746.0,1.1666666666666667,False,4.454545454545455,0.5714285714285714,True
SEQ-0000048,C1,BULL,LEG-0000116,PB-0000048,1819,2017-10-03 01:09:00-05:00,1820.0,0.48275862068965514,False,8.0,1.0,True
SEQ-0000049,R1,BEAR,LEG-0000120,PB-0000049,1830,2017-10-03 01:20:00-05:00,1833.0,2.916666666666667,False,8.076923076923077,0.6,True
SEQ-0000050,R1,BEAR,LEG-0000126,PB-0000050,1935,2017-10-03 03:05:00-05:00,1936.0,0.3333333333333333,False,9.578947368421051,0.5,True
SEQ-0000051,C1,BEAR,LEG-0000127,PB-0000051,1958,2017-10-03 03:28:00-05:00,1959.0,2.6666666666666665,False,4.869565217391305,0.875,True
SEQ-0000052,C1,BEAR,LEG-0000128,PB-0000052,1958,2017-10-03 03:28:00-05:00,1959.0,2.6666666666666665,False,6.666666666666667,0.9,True
SEQ-0000053,R1,BEAR,LEG-0000131,PB-0000053,2022,2017-10-03 04:33:00-05:00,2025.0,2.333333333333333,False,4.558139534883721,0.9285714285714286,True
SEQ-0000054,R1,BEAR,LEG-0000134,PB-0000054,2044,2017-10-03 04:58:00-05:00,2045.0,5.0,False,6.63157894736842,1.0,True
SEQ-0000055,C1,BEAR,LEG-0000136,PB-0000055,2096,2017-10-03 05:50:00-05:00,2101.0,0.5185185185185185,True,11.200000000000001,0.7916666666666666,True
SEQ-0000056,C1,BULL,LEG-0000140,PB-0000056,2157,2017-10-03 06:51:00-05:00,2158.0,1.75,False,7.0,0.8571428571428571,True
SEQ-0000057,C1,BULL,LEG-0000141,PB-0000057,2207,2017-10-03 07:41:00-05:00,2208.0,0.84,False,10.5,0.6111111111111112,True
SEQ-0000058,R1,BULL,LEG-0000144,PB-0000058,2257,2017-10-03 08:31:00-05:00,2258.0,0.1590909090909091,False,3.6129032258064515,0.9375,True
SEQ-0000059,R1,BEAR,LEG-0000150,PB-0000059,2293,2017-10-03 09:07:00-05:00,2294.0,0.1,False,3.1111111111111107,0.28125,True
SEQ-0000060,R1,BEAR,LEG-0000151,PB-0000060,2325,2017-10-03 09:39:00-05:00,2326.0,0.3218390804597701,False,6.56497175141243,0.8674698795180723,True
SEQ-0000061,R1,BULL,LEG-0000152,PB-0000061,2359,2017-10-03 10:13:00-05:00,2360.0,0.6885245901639345,False,4.333333333333333,0.8269230769230769,True
SEQ-0000062,C1,BEAR,LEG-0000153,PB-0000062,2371,2017-10-03 10:25:00-05:00,2373.0,0.12173913043478261,False,4.144,0.8918918918918919,True
SEQ-0000063,R1,BULL,LEG-0000157,PB-0000063,2475,2017-10-03 12:09:00-05:00,2476.0,1.0144927536231882,False,8.484848484848484,0.65,True
SEQ-0000064,R1,BEAR,LEG-0000159,PB-0000064,2520,2017-10-03 12:54:00-05:00,2522.0,1.4583333333333335,False,4.597014925373134,0.8181818181818182,True
SEQ-0000065,R1,BULL,LEG-0000162,PB-0000065,2506,2017-10-03 12:40:00-05:00,2507.0,0.43076923076923074,False,2.888888888888889,0.38461538461538464,True
SEQ-0000066,R1,BULL,LEG-0000163,PB-0000066,2566,2017-10-03 13:40:00-05:00,2567.0,0.23728813559322035,False,3.43859649122807,0.5714285714285714,True
SEQ-0000067,R1,BULL,LEG-0000164,PB-0000067,2566,2017-10-03 13:40:00-05:00,2567.0,0.23728813559322035,False,4.666666666666667,0.625,True
SEQ-0000068,R1,BEAR,LEG-0000167,PB-0000068,2548,2017-10-03 13:22:00-05:00,2549.0,0.5490196078431373,False,2.423076923076923,1.0,True
SEQ-0000069,C1,BEAR,LEG-0000173,PB-0000069,2665,2017-10-03 15:34:00-05:00,2666.0,0.8936170212765957,False,5.033707865168539,0.84375,True
SEQ-0000070,R1,BEAR,LEG-0000175,PB-0000070,2709,2017-10-03 17:19:00-05:00,2710.0,1.1666666666666667,False,4.846153846153846,0.2222222222222222,True
SEQ-0000071,R1,BEAR,LEG-0000176,PB-0000071,2712,2017-10-03 17:22:00-05:00,2713.0,0.7,False,12.727272727272728,0.2,True
SEQ-0000072,R1,BEAR,LEG-0000186,PB-0000072,2894,2017-10-03 20:32:00-05:00,2895.0,2.0,False,7.875,1.0,True
SEQ-0000073,R1,BULL,LEG-0000188,PB-0000073,2884,2017-10-03 20:22:00-05:00,2885.0,2.4705882352941178,False,8.23529411764706,0.7,True
SEQ-0000074,C1,BULL,LEG-0000189,PB-0000074,2925,2017-10-03 21:05:00-05:00,2927.0,0.5185185185185185,True,4.5,0.6666666666666666,True
SEQ-0000075,C1,BULL,LEG-0000195,PB-0000075,2992,2017-10-03 22:17:00-05:00,2994.0,2.8,False,6.999999999999999,0.7777777777777778,True
SEQ-0000076,C1,BULL,LEG-0000197,PB-0000076,3046,2017-10-03 23:19:00-05:00,3047.0,1.4,False,10.181818181818182,0.75,True
SEQ-0000077,R1,BEAR,LEG-0000199,PB-0000077,3081,2017-10-04 00:00:00-05:00,3083.0,1.75,False,6.363636363636364,0.4,True
SEQ-0000078,R1,BEAR,LEG-0000204,PB-0000078,3141,2017-10-04 01:01:00-05:00,3143.0,3.230769230769231,True,6.363636363636364,0.7,True
SEQ-0000079,R1,BULL,LEG-0000207,PB-0000079,3138,2017-10-04 00:58:00-05:00,3140.0,3.1111111111111107,False,5.6,0.75,True
SEQ-0000080,C1,BULL,LEG-0000208,PB-0000080,3152,2017-10-04 01:12:00-05:00,3154.0,1.1666666666666667,False,4.2,1.0,True
SEQ-0000081,R1,BEAR,LEG-0000212,PB-0000081,3241,2017-10-04 02:42:00-05:00,3243.0,2.2105263157894735,False,5.384615384615384,0.5,True
SEQ-0000082,R1,BEAR,LEG-0000215,PB-0000082,3262,2017-10-04 03:03:00-05:00,3263.0,0.875,False,3.92,1.0,True
SEQ-0000083,R1,BEAR,LEG-0000217,PB-0000083,3311,2017-10-04 03:55:00-05:00,3313.0,1.0,False,4.0,1.0,True
SEQ-0000084,C1,BEAR,LEG-0000218,PB-0000084,3329,2017-10-04 04:14:00-05:00,3331.0,1.1666666666666667,False,7.0,0.7692307692307693,True
SEQ-0000085,C1,BEAR,LEG-0000221,PB-0000085,3418,2017-10-04 05:43:00-05:00,3419.0,0.5599999999999999,False,7.7,1.0,True
SEQ-0000086,R1,BEAR,LEG-0000228,PB-0000086,3498,2017-10-04 07:03:00-05:00,3502.0,0.6363636363636364,True,6.611111111111111,0.5294117647058824,True
SEQ-0000087,C1,BEAR,LEG-0000231,PB-0000087,3570,2017-10-04 08:15:00-05:00,3571.0,1.05,False,5.4035087719298245,0.6818181818181818,True
SEQ-0000088,C1,BEAR,LEG-0000232,PB-0000088,3570,2017-10-04 08:15:00-05:00,3571.0,1.05,False,7.137254901960785,0.7307692307692307,True
SEQ-0000089,C1,BEAR,LEG-0000238,PB-0000089,3619,2017-10-04 09:04:00-05:00,3621.0,0.44680851063829785,False,3.910931174089069,0.9130434782608695,True
SEQ-0000090,R1,BULL,LEG-0000241,PB-0000090,3695,2017-10-04 10:20:00-05:00,3696.0,0.8,False,9.425742574257425,0.29411764705882354,True
SEQ-0000091,C1,BULL,LEG-0000243,PB-0000091,3722,2017-10-04 10:47:00-05:00,3723.0,0.5454545454545454,False,5.721739130434783,0.48936170212765956,True
SEQ-0000092,C1,BULL,LEG-0000244,PB-0000092,3736,2017-10-04 11:01:00-05:00,3737.0,0.7954545454545455,False,4.41304347826087,0.6896551724137931,True
SEQ-0000093,R1,BEAR,LEG-0000246,PB-0000093,3823,2017-10-04 12:28:00-05:00,3824.0,0.823529411764706,False,6.5227272727272725,0.5853658536585366,True
SEQ-0000094,C1,BEAR,LEG-0000247,PB-0000094,3861,2017-10-04 13:06:00-05:00,3862.0,0.3684210526315789,False,7.496062992125984,0.8235294117647058,True
SEQ-0000095,R1,BULL,LEG-0000248,PB-0000095,3881,2017-10-04 13:26:00-05:00,3883.0,1.1864406779661016,False,10.73972602739726,0.4107142857142857,True
SEQ-0000096,C1,BULL,LEG-0000250,PB-0000096,3896,2017-10-04 13:41:00-05:00,3897.0,1.25,False,4.912280701754386,0.45,True
SEQ-0000097,R1,BULL,LEG-0000251,PB-0000097,3969,2017-10-04 14:54:00-05:00,3970.0,1.024390243902439,False,7.96551724137931,0.5151515151515151,True
SEQ-0000098,C1,BULL,LEG-0000256,PB-0000098,4021,2017-10-04 17:01:00-05:00,4023.0,1.2,True,12.25,0.39285714285714285,True
SEQ-0000099,R1,BEAR,LEG-0000258,PB-0000099,4061,2017-10-04 17:43:00-05:00,4066.0,2.0,False,4.8999999999999995,0.8571428571428571,True
SEQ-0000100,R1,BEAR,LEG-0000264,PB-0000100,4147,2017-10-04 19:15:00-05:00,4148.0,1.3333333333333333,False,5.444444444444444,1.0,True
SEQ-0000101,C1,BEAR,LEG-0000265,PB-0000101,4176,2017-10-04 19:44:00-05:00,4181.0,0.6086956521739131,False,10.266666666666667,0.36363636363636365,True
SEQ-0000102,R1,BULL,LEG-0000269,PB-0000102,4244,2017-10-04 20:59:00-05:00,4247.0,1.0,False,8.4,0.2222222222222222,True
SEQ-0000103,C1,BULL,LEG-0000271,PB-0000103,4275,2017-10-04 21:34:00-05:00,4277.0,1.1666666666666667,False,8.0,0.75,True
SEQ-0000104,R1,BEAR,LEG-0000272,PB-0000104,4356,2017-10-04 23:08:00-05:00,4358.0,0.7368421052631579,False,7.0,1.0,True
SEQ-0000105,R1,BEAR,LEG-0000276,PB-0000105,4397,2017-10-05 00:01:00-05:00,4398.0,4.0,False,12.25,0.7142857142857143,True
SEQ-0000106,C1,BEAR,LEG-0000278,PB-0000106,4466,2017-10-05 01:21:00-05:00,4470.0,0.6666666666666666,False,8.4,0.6666666666666666,True
SEQ-0000107,R1,BULL,LEG-0000280,PB-0000107,4454,2017-10-05 01:08:00-05:00,4455.0,1.5555555555555554,False,6.461538461538462,1.0,True
SEQ-0000108,C1,BULL,LEG-0000284,PB-0000108,4519,2017-10-05 02:15:00-05:00,4520.0,1.2352941176470589,False,6.222222222222221,0.875,True
SEQ-0000109,C1,BULL,LEG-0000285,PB-0000109,4519,2017-10-05 02:15:00-05:00,4520.0,1.2352941176470589,False,10.769230769230768,0.9,True
SEQ-0000110,C1,BULL,LEG-0000290,PB-0000110,4557,2017-10-05 02:54:00-05:00,4558.0,0.5185185185185185,False,7.1891891891891895,0.6842105263157895,True
SEQ-0000111,R1,BEAR,LEG-0000296,PB-0000111,4681,2017-10-05 04:58:00-05:00,4682.0,0.823529411764706,False,3.8181818181818183,0.8333333333333334,True
SEQ-0000112,R1,BULL,LEG-0000298,PB-0000112,4658,2017-10-05 04:35:00-05:00,4659.0,0.7777777777777777,False,8.4,1.0,True
SEQ-0000113,R1,BULL,LEG-0000300,PB-0000113,4677,2017-10-05 04:54:00-05:00,4678.0,0.823529411764706,False,3.5,1.0,True
SEQ-0000114,C1,BULL,LEG-0000301,PB-0000114,4693,2017-10-05 05:10:00-05:00,,0.0,True,6.0,0.3333333333333333,True
SEQ-0000115,C1,BULL,LEG-0000302,PB-0000115,4698,2017-10-05 05:15:00-05:00,4700.0,1.4736842105263157,False,6.63157894736842,0.4444444444444444,True
SEQ-0000116,C1,BULL,LEG-0000303,PB-0000116,4735,2017-10-05 05:52:00-05:00,4738.0,1.4,False,4.666666666666667,0.75,True
SEQ-0000117,C1,BULL,LEG-0000304,PB-0000117,4747,2017-10-05 06:06:00-05:00,4748.0,9.0,False,4.0,0.75,True
SEQ-0000118,C1,BULL,LEG-0000305,PB-0000118,4755,2017-10-05 06:14:00-05:00,4756.0,0.42424242424242425,False,5.090909090909091,0.4166666666666667,True
SEQ-0000119,C1,BULL,LEG-0000306,PB-0000119,4778,2017-10-05 06:37:00-05:00,4779.0,2.4347826086956523,False,7.466666666666667,0.3125,True
SEQ-0000120,C1,BULL,LEG-0000307,PB-0000120,4794,2017-10-05 06:53:00-05:00,4797.0,0.4666666666666667,True,7.2,0.16666666666666666,True
SEQ-0000121,C1,BULL,LEG-0000308,PB-0000121,4807,2017-10-05 07:06:00-05:00,4809.0,1.4736842105263157,False,6.8,0.4117647058823529,True
SEQ-0000122,C1,BULL,LEG-0000309,PB-0000122,4823,2017-10-05 07:22:00-05:00,4824.0,0.417910447761194,False,6.176470588235294,0.36666666666666664,True
SEQ-0000123,R1,BEAR,LEG-0000317,PB-0000123,4939,2017-10-05 09:18:00-05:00,4941.0,0.08433734939759036,False,3.9396984924623117,0.9107142857142857,True
SEQ-0000124,R1,BULL,LEG-0000321,PB-0000124,5033,2017-10-05 10:52:00-05:00,5034.0,1.1666666666666667,False,8.82,0.30158730158730157,True
SEQ-0000125,C1,BULL,LEG-0000324,PB-0000125,5049,2017-10-05 11:08:00-05:00,5050.0,0.35443037974683544,False,3.6296296296296298,0.42857142857142855,True
SEQ-0000126,C1,BULL,LEG-0000325,PB-0000126,5054,2017-10-05 11:13:00-05:00,5055.0,0.3255813953488372,False,4.3076923076923075,0.16666666666666666,True
SEQ-0000127,C1,BULL,LEG-0000326,PB-0000127,5084,2017-10-05 11:43:00-05:00,5085.0,0.2828282828282828,False,7.21875,0.3484848484848485,True
SEQ-0000128,R1,BULL,LEG-0000328,PB-0000128,5119,2017-10-05 12:18:00-05:00,5120.0,0.1891891891891892,False,4.355555555555555,0.7142857142857143,True
SEQ-0000129,C1,BULL,LEG-0000329,PB-0000129,5144,2017-10-05 12:43:00-05:00,5145.0,0.34146341463414637,False,4.375,0.88,True
SEQ-0000130,C1,BULL,LEG-0000331,PB-0000130,5191,2017-10-05 13:30:00-05:00,5192.0,0.6086956521739131,False,5.515151515151515,0.9615384615384616,True
SEQ-0000131,R1,BULL,LEG-0000335,PB-0000131,5215,2017-10-05 13:54:00-05:00,5216.0,0.8888888888888888,False,6.810810810810811,0.3333333333333333,True
SEQ-0000132,C1,BULL,LEG-0000337,PB-0000132,5253,2017-10-05 14:32:00-05:00,5254.0,1.2584269662921348,False,6.1946902654867255,0.74,True
SEQ-0000133,R1,BULL,LEG-0000340,PB-0000133,5343,2017-10-05 17:17:00-05:00,5344.0,0.5,False,5.8604651162790695,0.8611111111111112,True
SEQ-0000134,R1,BULL,LEG-0000343,PB-0000134,5360,2017-10-05 17:36:00-05:00,5365.0,1.4,False,12.6,0.2222222222222222,True
SEQ-0000135,C1,BULL,LEG-0000344,PB-0000135,5392,2017-10-05 18:08:00-05:00,,0.0,True,6.533333333333333,0.7142857142857143,True
SEQ-0000136,C1,BULL,LEG-0000345,PB-0000136,5393,2017-10-05 18:09:00-05:00,,0.0,True,7.411764705882353,0.7777777777777778,True
SEQ-0000137,C1,BULL,LEG-0000348,PB-0000137,5469,2017-10-05 19:30:00-05:00,5470.0,0.6363636363636364,False,8.105263157894736,0.5454545454545454,True
SEQ-0000138,R1,BEAR,LEG-0000350,PB-0000138,5512,2017-10-05 20:16:00-05:00,5513.0,1.1666666666666667,False,5.090909090909091,0.875,True
SEQ-0000139,C1,BULL,LEG-0000353,PB-0000139,5553,2017-10-05 20:57:00-05:00,5556.0,4.0,False,10.266666666666667,0.2727272727272727,True
SEQ-0000140,R1,BULL,LEG-0000354,PB-0000140,5573,2017-10-05 21:17:00-05:00,5577.0,1.0,True,8.4,0.4,True
SEQ-0000141,R1,BULL,LEG-0000355,PB-0000141,5632,2017-10-05 22:17:00-05:00,5635.0,0.823529411764706,True,10.0,0.75,True
SEQ-0000142,R1,BEAR,LEG-0000357,PB-0000142,5691,2017-10-05 23:24:00-05:00,5692.0,1.4,False,8.666666666666666,0.8461538461538461,True
SEQ-0000143,R1,BULL,LEG-0000358,PB-0000143,5672,2017-10-05 23:00:00-05:00,5675.0,2.0,False,5.6,1.0,True
SEQ-0000144,C1,BULL,LEG-0000360,PB-0000144,5725,2017-10-06 00:09:00-05:00,5729.0,2.5454545454545454,False,9.692307692307692,0.8888888888888888,True
SEQ-0000145,C1,BULL,LEG-0000361,PB-0000145,5725,2017-10-06 00:09:00-05:00,5729.0,2.5454545454545454,False,23.333333333333336,0.9,True
SEQ-0000146,R1,BULL,LEG-0000364,PB-0000146,5774,2017-10-06 01:02:00-05:00,5775.0,5.6,False,9.799999999999999,1.0,True
SEQ-0000147,R1,BEAR,LEG-0000373,PB-0000147,5867,2017-10-06 02:39:00-05:00,5870.0,0.3181818181818182,True,4.232558139534883,0.7692307692307693,True
SEQ-0000148,R1,BEAR,LEG-0000374,PB-0000148,5867,2017-10-06 02:39:00-05:00,5870.0,0.3181818181818182,True,5.090909090909091,0.8125,True
SEQ-0000149,R1,BEAR,LEG-0000378,PB-0000149,5907,2017-10-06 03:19:00-05:00,5908.0,0.35,False,7.0,0.6666666666666666,True
SEQ-0000150,R1,BULL,LEG-0000382,PB-0000150,5977,2017-10-06 04:29:00-05:00,5978.0,0.411764705882353,False,5.133333333333334,0.2727272727272727,True
SEQ-0000151,R1,BULL,LEG-0000383,PB-0000151,5987,2017-10-06 04:39:00-05:00,5988.0,1.5555555555555554,False,6.611111111111111,0.17647058823529413,True
SEQ-0000152,C1,BULL,LEG-0000384,PB-0000152,5996,2017-10-06 04:48:00-05:00,5999.0,0.823529411764706,True,3.4999999999999996,0.7777777777777778,True
SEQ-0000153,C1,BULL,LEG-0000385,PB-0000153,6059,2017-10-06 05:51:00-05:00,6063.0,0.48275862068965514,False,6.416666666666667,0.45454545454545453,True
SEQ-0000154,R1,BEAR,LEG-0000389,PB-0000154,6088,2017-10-06 06:20:00-05:00,6089.0,2.1538461538461537,False,6.3,0.8888888888888888,True
SEQ-0000155,C1,BEAR,LEG-0000391,PB-0000155,6108,2017-10-06 06:40:00-05:00,6110.0,0.411764705882353,True,5.352941176470589,0.9230769230769231,True
SEQ-0000156,C1,BEAR,LEG-0000392,PB-0000156,6141,2017-10-06 07:13:00-05:00,6143.0,1.4893617021276595,False,9.23404255319149,0.3870967741935484,True
SEQ-0000157,C1,BEAR,LEG-0000393,PB-0000157,6158,2017-10-06 07:30:00-05:00,6159.0,0.6511627906976744,False,3.68421052631579,0.6666666666666666,True
SEQ-0000158,C1,BEAR,LEG-0000394,PB-0000158,6248,2017-10-06 09:00:00-05:00,6249.0,0.39772727272727276,False,11.537037037037036,0.797752808988764,True
SEQ-0000159,C1,BEAR,LEG-0000395,PB-0000159,6252,2017-10-06 09:04:00-05:00,6253.0,0.45751633986928103,False,14.446808510638297,0.8865979381443299,True
SEQ-0000160,C1,BEAR,LEG-0000396,PB-0000160,6252,2017-10-06 09:04:00-05:00,6253.0,0.45751633986928103,False,17.418604651162788,0.897196261682243,True
SEQ-0000161,R1,BULL,LEG-0000397,PB-0000161,6227,2017-10-06 08:39:00-05:00,6228.0,0.3825136612021858,False,3.0056497175141246,0.18421052631578946,True
SEQ-0000162,R1,BULL,LEG-0000398,PB-0000162,6289,2017-10-06 09:41:00-05:00,6290.0,1.3,False,5.709497206703911,0.589041095890411,True
SEQ-0000163,R1,BEAR,LEG-0000401,PB-0000163,6336,2017-10-06 10:28:00-05:00,6338.0,1.1546391752577319,True,6.289855072463768,0.7258064516129032,True
SEQ-0000164,R1,BULL,LEG-0000403,PB-0000164,6351,2017-10-06 10:43:00-05:00,6352.0,1.2727272727272727,False,6.20253164556962,1.0,True
SEQ-0000165,C1,BULL,LEG-0000405,PB-0000165,6391,2017-10-06 11:23:00-05:00,6392.0,1.4583333333333335,False,3.7168141592920354,0.6666666666666666,True
SEQ-0000166,C1,BULL,LEG-0000406,PB-0000166,6462,2017-10-06 12:34:00-05:00,6463.0,0.40579710144927533,False,7.620253164556962,0.813953488372093,True
SEQ-0000167,C1,BULL,LEG-0000407,PB-0000167,6462,2017-10-06 12:34:00-05:00,6463.0,0.40579710144927533,False,11.2,0.8461538461538461,True
SEQ-0000168,R1,BULL,LEG-0000410,PB-0000168,6516,2017-10-06 13:28:00-05:00,6517.0,0.5185185185185185,False,4.092307692307692,0.7894736842105263,True
SEQ-0000169,R1,BEAR,LEG-0000412,PB-0000169,6547,2017-10-06 13:59:00-05:00,6548.0,0.2545454545454546,False,3.966666666666667,0.9411764705882353,True
