signal_id,marker_bar_timestamp,actionable_timestamp,first_eligible_1m,signal_type,direction,confidence,quality_score
1562,2020-01-23 21:30:00+00:00,2020-01-23 21:45:00+00:00,2020-01-23 21:45:00+00:00,L,Long,B,39.72846743092007
1565,2020-01-24 18:15:00+00:00,2020-01-24 18:30:00+00:00,2020-01-24 18:30:00+00:00,S,Short,A,48.634997539093334
1568,2020-01-28 15:45:00+00:00,2020-01-28 16:00:00+00:00,2020-01-28 16:00:00+00:00,L,Long,A,46.35992863446721
1570,2020-01-28 20:45:00+00:00,2020-01-28 21:00:00+00:00,2020-01-28 21:00:00+00:00,RS,Short,B,39.10603084405893
1574,2020-01-30 15:45:00+00:00,2020-01-30 16:00:00+00:00,2020-01-30 16:00:00+00:00,S,Short,A+,82.32709898271288
1575,2020-01-30 19:15:00+00:00,2020-01-30 19:30:00+00:00,2020-01-30 19:30:00+00:00,L,Long,B,40.783693807233895
1576,2020-01-31 16:45:00+00:00,2020-01-31 17:00:00+00:00,2020-01-31 17:00:00+00:00,L,Long,A,61.12925690944402
1579,2020-02-03 18:15:00+00:00,2020-02-03 18:30:00+00:00,2020-02-03 18:30:00+00:00,S,Short,B,45.08133498233999
1582,2020-02-03 21:00:00+00:00,2020-02-03 21:15:00+00:00,2020-02-03 21:15:00+00:00,RS,Short,A,49.03636625972346
1588,2020-02-06 16:15:00+00:00,2020-02-06 16:30:00+00:00,2020-02-06 16:30:00+00:00,L,Long,B,44.314516137268875
1589,2020-02-06 20:45:00+00:00,2020-02-06 21:00:00+00:00,2020-02-06 21:00:00+00:00,L,Long,B,42.350375231864334
1594,2020-02-10 20:00:00+00:00,2020-02-10 20:15:00+00:00,2020-02-10 20:15:00+00:00,L,Long,B,42.44384930329045
1595,2020-02-11 19:00:00+00:00,2020-02-11 19:15:00+00:00,2020-02-11 19:15:00+00:00,S,Short,A,54.867115739381454
1597,2020-02-12 16:15:00+00:00,2020-02-12 16:30:00+00:00,2020-02-12 16:30:00+00:00,L,Long,A,52.14959171379605
1598,2020-02-13 15:45:00+00:00,2020-02-13 16:00:00+00:00,2020-02-13 16:00:00+00:00,L,Long,B,45.42438307038818
1604,2020-02-18 19:30:00+00:00,2020-02-18 19:45:00+00:00,2020-02-18 19:45:00+00:00,L,Long,B,45.76161806137931
1609,2020-02-20 17:30:00+00:00,2020-02-20 17:45:00+00:00,2020-02-20 17:45:00+00:00,S,Short,B,44.49885649062558
1611,2020-02-24 19:30:00+00:00,2020-02-24 19:45:00+00:00,2020-02-24 19:45:00+00:00,L,Long,A+,69.04567174044304
1612,2020-02-25 17:00:00+00:00,2020-02-25 17:15:00+00:00,2020-02-25 17:15:00+00:00,L,Long,A,60.18077627056222
1613,2020-02-25 17:30:00+00:00,2020-02-25 17:45:00+00:00,2020-02-25 17:45:00+00:00,RS,Short,A+,65.61749947269377
1614,2020-02-25 19:00:00+00:00,2020-02-25 19:15:00+00:00,2020-02-25 19:15:00+00:00,S,Short,A+,76.00393223484417
1616,2020-02-26 17:15:00+00:00,2020-02-26 17:30:00+00:00,2020-02-26 17:30:00+00:00,S,Short,A,58.27305938820715
1618,2020-02-26 19:15:00+00:00,2020-02-26 19:30:00+00:00,2020-02-26 19:30:00+00:00,L,Long,A,50.74714125419867
1619,2020-02-26 19:15:00+00:00,2020-02-26 19:30:00+00:00,2020-02-26 19:30:00+00:00,RL,Long,A,50.74714125419867
1620,2020-02-27 16:00:00+00:00,2020-02-27 16:15:00+00:00,2020-02-27 16:15:00+00:00,L,Long,A+,100.0
1621,2020-02-27 17:00:00+00:00,2020-02-27 17:15:00+00:00,2020-02-27 17:15:00+00:00,RL,Long,A+,100.0
1622,2020-02-27 18:30:00+00:00,2020-02-27 18:45:00+00:00,2020-02-27 18:45:00+00:00,S,Short,A+,100.0
1623,2020-02-28 16:00:00+00:00,2020-02-28 16:15:00+00:00,2020-02-28 16:15:00+00:00,L,Long,A+,72.56566648672488
1624,2020-02-28 18:45:00+00:00,2020-02-28 19:00:00+00:00,2020-02-28 19:00:00+00:00,S,Short,A+,92.09442754962282
1625,2020-02-28 19:45:00+00:00,2020-02-28 20:00:00+00:00,2020-02-28 20:00:00+00:00,RL,Long,B,37.32817705012937
1626,2020-03-01 23:15:00+00:00,2020-03-01 23:30:00+00:00,2020-03-01 23:30:00+00:00,RS,Short,A+,100.0
1627,2020-03-02 15:45:00+00:00,2020-03-02 16:00:00+00:00,2020-03-02 16:00:00+00:00,L,Long,A+,83.68301744775893
1628,2020-03-02 19:30:00+00:00,2020-03-02 19:45:00+00:00,2020-03-02 19:45:00+00:00,S,Short,A+,100.0
1629,2020-03-03 16:15:00+00:00,2020-03-03 16:30:00+00:00,2020-03-03 16:30:00+00:00,S,Short,A+,100.0
1631,2020-03-03 20:00:00+00:00,2020-03-03 20:15:00+00:00,2020-03-03 20:15:00+00:00,L,Long,A+,100.0
1632,2020-03-04 17:15:00+00:00,2020-03-04 17:30:00+00:00,2020-03-04 17:30:00+00:00,L,Long,A+,65.17829192860918
1633,2020-03-04 20:30:00+00:00,2020-03-04 20:45:00+00:00,2020-03-04 20:45:00+00:00,L,Long,A,49.39913436714049
1634,2020-03-05 16:15:00+00:00,2020-03-05 16:30:00+00:00,2020-03-05 16:30:00+00:00,L,Long,A+,77.8454142754447
1635,2020-03-05 16:45:00+00:00,2020-03-05 17:00:00+00:00,2020-03-05 17:00:00+00:00,RS,Short,A+,83.72518753750879
1637,2020-03-05 19:30:00+00:00,2020-03-05 19:45:00+00:00,2020-03-05 19:45:00+00:00,RS,Short,B,37.081294002224816
1638,2020-03-06 16:15:00+00:00,2020-03-06 16:30:00+00:00,2020-03-06 16:30:00+00:00,S,Short,A+,69.37532455049174
1640,2020-03-06 19:45:00+00:00,2020-03-06 20:00:00+00:00,2020-03-06 20:00:00+00:00,S,Short,A+,67.46977784381122
1641,2020-03-06 20:30:00+00:00,2020-03-06 20:45:00+00:00,2020-03-06 20:45:00+00:00,RL,Long,A+,100.0
1642,2020-03-09 15:15:00+00:00,2020-03-09 15:30:00+00:00,2020-03-09 15:30:00+00:00,L,Long,A+,89.02129166544435
1644,2020-03-09 17:30:00+00:00,2020-03-09 17:45:00+00:00,2020-03-09 17:45:00+00:00,S,Short,A+,100.0
1645,2020-03-10 15:00:00+00:00,2020-03-10 15:15:00+00:00,2020-03-10 15:15:00+00:00,S,Short,A+,100.0
1646,2020-03-10 16:30:00+00:00,2020-03-10 16:45:00+00:00,2020-03-10 16:45:00+00:00,RL,Long,A+,69.36064794202244
1647,2020-03-10 18:45:00+00:00,2020-03-10 19:00:00+00:00,2020-03-10 19:00:00+00:00,L,Long,A+,100.0
1649,2020-03-11 16:00:00+00:00,2020-03-11 16:15:00+00:00,2020-03-11 16:15:00+00:00,RL,Long,A+,100.0
1652,2020-03-12 15:15:00+00:00,2020-03-12 15:30:00+00:00,2020-03-12 15:30:00+00:00,S,Short,A+,100.0
1653,2020-03-12 17:00:00+00:00,2020-03-12 17:15:00+00:00,2020-03-12 17:15:00+00:00,L,Long,A+,100.0
1654,2020-03-13 14:45:00+00:00,2020-03-13 15:00:00+00:00,2020-03-13 15:00:00+00:00,S,Short,A+,100.0
1656,2020-03-13 16:45:00+00:00,2020-03-13 17:00:00+00:00,2020-03-13 17:00:00+00:00,L,Long,A+,72.93597887955117
1659,2020-03-16 20:00:00+00:00,2020-03-16 20:15:00+00:00,2020-03-16 20:15:00+00:00,S,Short,A+,100.0
1660,2020-03-17 15:15:00+00:00,2020-03-17 15:30:00+00:00,2020-03-17 15:30:00+00:00,L,Long,A+,100.0
1661,2020-03-18 15:00:00+00:00,2020-03-18 15:15:00+00:00,2020-03-18 15:15:00+00:00,S,Short,A+,100.0
1663,2020-03-18 17:15:00+00:00,2020-03-18 17:30:00+00:00,2020-03-18 17:30:00+00:00,S,Short,A+,100.0
1664,2020-03-18 19:30:00+00:00,2020-03-18 19:45:00+00:00,2020-03-18 19:45:00+00:00,RS,Short,A,57.14308746810565
1665,2020-03-19 15:30:00+00:00,2020-03-19 15:45:00+00:00,2020-03-19 15:45:00+00:00,L,Long,A+,100.0
1667,2020-03-19 19:15:00+00:00,2020-03-19 19:30:00+00:00,2020-03-19 19:30:00+00:00,RS,Short,B,42.38632773798269
1669,2020-03-20 15:15:00+00:00,2020-03-20 15:30:00+00:00,2020-03-20 15:30:00+00:00,RS,Short,A+,100.0
1670,2020-03-20 19:45:00+00:00,2020-03-20 20:00:00+00:00,2020-03-20 20:00:00+00:00,S,Short,A+,100.0
1671,2020-03-23 15:00:00+00:00,2020-03-23 15:15:00+00:00,2020-03-23 15:15:00+00:00,S,Short,A+,100.0
1672,2020-03-23 17:30:00+00:00,2020-03-23 17:45:00+00:00,2020-03-23 17:45:00+00:00,S,Short,A+,100.0
1673,2020-03-24 16:30:00+00:00,2020-03-24 16:45:00+00:00,2020-03-24 16:45:00+00:00,L,Long,A+,89.90772318007424
1675,2020-03-25 19:45:00+00:00,2020-03-25 20:00:00+00:00,2020-03-25 20:00:00+00:00,S,Short,A+,100.0
1676,2020-03-26 15:30:00+00:00,2020-03-26 15:45:00+00:00,2020-03-26 15:45:00+00:00,L,Long,A+,100.0
1677,2020-03-26 17:15:00+00:00,2020-03-26 17:30:00+00:00,2020-03-26 17:30:00+00:00,S,Short,A+,94.05044856513494
1678,2020-03-27 15:15:00+00:00,2020-03-27 15:30:00+00:00,2020-03-27 15:30:00+00:00,L,Long,A,55.265969073576
1679,2020-03-27 19:00:00+00:00,2020-03-27 19:15:00+00:00,2020-03-27 19:15:00+00:00,L,Long,A,59.741325738283344
1680,2020-03-30 15:15:00+00:00,2020-03-30 15:30:00+00:00,2020-03-30 15:30:00+00:00,L,Long,A+,83.3916013923354
1685,2020-03-31 19:15:00+00:00,2020-03-31 19:30:00+00:00,2020-03-31 19:30:00+00:00,S,Short,A+,100.0
1687,2020-04-01 15:30:00+00:00,2020-04-01 15:45:00+00:00,2020-04-01 15:45:00+00:00,S,Short,A+,89.95386047567993
1688,2020-04-01 19:00:00+00:00,2020-04-01 19:15:00+00:00,2020-04-01 19:15:00+00:00,S,Short,A+,86.47652706019709
1689,2020-04-02 17:15:00+00:00,2020-04-02 17:30:00+00:00,2020-04-02 17:30:00+00:00,S,Short,A+,100.0
1690,2020-04-02 19:00:00+00:00,2020-04-02 19:15:00+00:00,2020-04-02 19:15:00+00:00,L,Long,A+,78.33468674881914
1691,2020-04-03 16:15:00+00:00,2020-04-03 16:30:00+00:00,2020-04-03 16:30:00+00:00,S,Short,A,58.61083074061365
1695,2020-04-06 18:15:00+00:00,2020-04-06 18:30:00+00:00,2020-04-06 18:30:00+00:00,S,Short,A,46.93275819617315
1696,2020-04-06 19:00:00+00:00,2020-04-06 19:15:00+00:00,2020-04-06 19:15:00+00:00,RL,Long,A,47.77840017717071
1697,2020-04-07 15:30:00+00:00,2020-04-07 15:45:00+00:00,2020-04-07 15:45:00+00:00,L,Long,A+,100.0
1698,2020-04-07 18:15:00+00:00,2020-04-07 18:30:00+00:00,2020-04-07 18:30:00+00:00,S,Short,A,56.24742383733982
1700,2020-04-08 15:00:00+00:00,2020-04-08 15:15:00+00:00,2020-04-08 15:15:00+00:00,L,Long,A+,69.50632234863102
1702,2020-04-08 17:30:00+00:00,2020-04-08 17:45:00+00:00,2020-04-08 17:45:00+00:00,RS,Short,A+,66.57278351770013
1705,2020-04-13 17:45:00+00:00,2020-04-13 18:00:00+00:00,2020-04-13 18:00:00+00:00,L,Long,A+,67.38125794028394
1706,2020-04-15 18:15:00+00:00,2020-04-15 18:30:00+00:00,2020-04-15 18:30:00+00:00,L,Long,A+,68.72284862051995
1707,2020-04-16 14:45:00+00:00,2020-04-16 15:00:00+00:00,2020-04-16 15:00:00+00:00,L,Long,A+,92.71014780048831
1708,2020-04-17 14:45:00+00:00,2020-04-17 15:00:00+00:00,2020-04-17 15:00:00+00:00,S,Short,A,48.097951800649454
1710,2020-04-17 19:30:00+00:00,2020-04-17 19:45:00+00:00,2020-04-17 19:45:00+00:00,L,Long,A+,78.02298670496067
1711,2020-04-20 16:15:00+00:00,2020-04-20 16:30:00+00:00,2020-04-20 16:30:00+00:00,S,Short,B,37.21955257913641
1714,2020-04-20 18:15:00+00:00,2020-04-20 18:30:00+00:00,2020-04-20 18:30:00+00:00,S,Short,A+,85.93622837770634
1715,2020-04-21 14:45:00+00:00,2020-04-21 15:00:00+00:00,2020-04-21 15:00:00+00:00,S,Short,A+,100.0
1717,2020-04-21 18:45:00+00:00,2020-04-21 19:00:00+00:00,2020-04-21 19:00:00+00:00,S,Short,A+,92.55064323573912
1719,2020-04-22 17:30:00+00:00,2020-04-22 17:45:00+00:00,2020-04-22 17:45:00+00:00,L,Long,A,48.27924514538292
1720,2020-04-22 20:00:00+00:00,2020-04-22 20:15:00+00:00,2020-04-22 20:15:00+00:00,S,Short,A,60.44503930740448
1721,2020-04-23 15:45:00+00:00,2020-04-23 16:00:00+00:00,2020-04-23 16:00:00+00:00,S,Short,A,51.10223618738253
1723,2020-04-23 18:30:00+00:00,2020-04-23 18:45:00+00:00,2020-04-23 18:45:00+00:00,L,Long,A,56.413682968402824
1724,2020-04-23 19:30:00+00:00,2020-04-23 19:45:00+00:00,2020-04-23 19:45:00+00:00,RS,Short,A,59.669909962353294
1727,2020-04-24 19:45:00+00:00,2020-04-24 20:00:00+00:00,2020-04-24 20:00:00+00:00,L,Long,B,42.11903711534374
1730,2020-04-28 14:45:00+00:00,2020-04-28 15:00:00+00:00,2020-04-28 15:00:00+00:00,S,Short,A+,100.0
1733,2020-04-29 16:15:00+00:00,2020-04-29 16:30:00+00:00,2020-04-29 16:30:00+00:00,L,Long,A,52.42257032842483
1737,2020-04-30 14:45:00+00:00,2020-04-30 15:00:00+00:00,2020-04-30 15:00:00+00:00,S,Short,B,38.72328948089886
1739,2020-04-30 17:00:00+00:00,2020-04-30 17:15:00+00:00,2020-04-30 17:15:00+00:00,L,Long,A,56.45688024014465
1740,2020-04-30 17:45:00+00:00,2020-04-30 18:00:00+00:00,2020-04-30 18:00:00+00:00,RS,Short,B,38.888518788898274
1741,2020-05-01 15:30:00+00:00,2020-05-01 15:45:00+00:00,2020-05-01 15:45:00+00:00,S,Short,A+,77.456399609738
1746,2020-05-04 16:45:00+00:00,2020-05-04 17:00:00+00:00,2020-05-04 17:00:00+00:00,S,Short,A,56.48731914763759
1749,2020-05-06 14:45:00+00:00,2020-05-06 15:00:00+00:00,2020-05-06 15:00:00+00:00,L,Long,A+,70.42691203891974
1751,2020-05-07 20:00:00+00:00,2020-05-07 20:15:00+00:00,2020-05-07 20:15:00+00:00,L,Long,A,55.02257973119653
1752,2020-05-08 15:45:00+00:00,2020-05-08 16:00:00+00:00,2020-05-08 16:00:00+00:00,L,Long,B,42.20561101905552
1753,2020-05-08 17:30:00+00:00,2020-05-08 17:45:00+00:00,2020-05-08 17:45:00+00:00,S,Short,A,59.629896611484014
1754,2020-05-11 15:30:00+00:00,2020-05-11 15:45:00+00:00,2020-05-11 15:45:00+00:00,L,Long,B,40.017531577917026
1755,2020-05-11 20:00:00+00:00,2020-05-11 20:15:00+00:00,2020-05-11 20:15:00+00:00,S,Short,A,47.451360881817514
1756,2020-05-12 17:15:00+00:00,2020-05-12 17:30:00+00:00,2020-05-12 17:30:00+00:00,S,Short,A+,80.28081665690928
1757,2020-05-12 19:15:00+00:00,2020-05-12 19:30:00+00:00,2020-05-12 19:30:00+00:00,S,Short,A+,76.87613331412273
1758,2020-05-13 15:00:00+00:00,2020-05-13 15:15:00+00:00,2020-05-13 15:15:00+00:00,S,Short,A,49.77190389559949
1760,2020-05-13 20:00:00+00:00,2020-05-13 20:15:00+00:00,2020-05-13 20:15:00+00:00,L,Long,A+,77.17474516621455
1763,2020-05-14 17:00:00+00:00,2020-05-14 17:15:00+00:00,2020-05-14 17:15:00+00:00,L,Long,B,40.64958364609797
1764,2020-05-15 15:00:00+00:00,2020-05-15 15:15:00+00:00,2020-05-15 15:15:00+00:00,S,Short,B,42.833206158793566
1765,2020-05-15 16:00:00+00:00,2020-05-15 16:15:00+00:00,2020-05-15 16:15:00+00:00,RL,Long,A+,70.34197922069023
1766,2020-05-15 17:15:00+00:00,2020-05-15 17:30:00+00:00,2020-05-15 17:30:00+00:00,L,Long,B,38.70142625082298
1769,2020-05-18 14:45:00+00:00,2020-05-18 15:00:00+00:00,2020-05-18 15:00:00+00:00,L,Long,A+,69.77416040153682
1770,2020-05-18 17:15:00+00:00,2020-05-18 17:30:00+00:00,2020-05-18 17:30:00+00:00,L,Long,A+,68.14331491328993
1780,2020-05-21 16:45:00+00:00,2020-05-21 17:00:00+00:00,2020-05-21 17:00:00+00:00,RS,Short,B,44.77998957178133
1781,2020-05-21 20:30:00+00:00,2020-05-21 20:45:00+00:00,2020-05-21 20:45:00+00:00,S,Short,B,43.469549576451094
1785,2020-05-26 18:00:00+00:00,2020-05-26 18:15:00+00:00,2020-05-26 18:15:00+00:00,RS,Short,B,40.83555053787902
1786,2020-05-27 16:00:00+00:00,2020-05-27 16:15:00+00:00,2020-05-27 16:15:00+00:00,L,Long,A+,78.28264644415752
1787,2020-05-27 18:15:00+00:00,2020-05-27 18:30:00+00:00,2020-05-27 18:30:00+00:00,L,Long,A,50.508935712676504
1788,2020-05-28 16:00:00+00:00,2020-05-28 16:15:00+00:00,2020-05-28 16:15:00+00:00,L,Long,B,45.03435888012303
1791,2020-05-29 17:00:00+00:00,2020-05-29 17:15:00+00:00,2020-05-29 17:15:00+00:00,L,Long,B,44.66452424774209
1795,2020-06-02 14:45:00+00:00,2020-06-02 15:00:00+00:00,2020-06-02 15:00:00+00:00,S,Short,A,57.5539256749121
1797,2020-06-02 20:00:00+00:00,2020-06-02 20:15:00+00:00,2020-06-02 20:15:00+00:00,L,Long,A,48.99394040627092
1800,2020-06-03 20:00:00+00:00,2020-06-03 20:15:00+00:00,2020-06-03 20:15:00+00:00,S,Short,A,49.469621535988814
1801,2020-06-04 15:15:00+00:00,2020-06-04 15:30:00+00:00,2020-06-04 15:30:00+00:00,S,Short,A+,76.86632967848753
1802,2020-06-04 17:45:00+00:00,2020-06-04 18:00:00+00:00,2020-06-04 18:00:00+00:00,L,Long,B,43.8066830122907
1805,2020-06-08 14:45:00+00:00,2020-06-08 15:00:00+00:00,2020-06-08 15:00:00+00:00,L,Long,A,48.16083122968832
1809,2020-06-09 14:45:00+00:00,2020-06-09 15:00:00+00:00,2020-06-09 15:00:00+00:00,L,Long,A+,89.37915199479372
1811,2020-06-09 17:30:00+00:00,2020-06-09 17:45:00+00:00,2020-06-09 17:45:00+00:00,L,Long,A,48.85342205813072
1815,2020-06-10 18:15:00+00:00,2020-06-10 18:30:00+00:00,2020-06-10 18:30:00+00:00,L,Long,A+,100.0
1817,2020-06-11 15:00:00+00:00,2020-06-11 15:15:00+00:00,2020-06-11 15:15:00+00:00,S,Short,A+,72.997040253794
1820,2020-06-12 15:00:00+00:00,2020-06-12 15:15:00+00:00,2020-06-12 15:15:00+00:00,S,Short,A+,100.0
1821,2020-06-12 16:00:00+00:00,2020-06-12 16:15:00+00:00,2020-06-12 16:15:00+00:00,RL,Long,A,62.3905939301868
1822,2020-06-12 17:15:00+00:00,2020-06-12 17:30:00+00:00,2020-06-12 17:30:00+00:00,S,Short,A+,71.79007384662303
1824,2020-06-15 15:15:00+00:00,2020-06-15 15:30:00+00:00,2020-06-15 15:30:00+00:00,L,Long,B,40.82456678341856
1826,2020-06-15 18:15:00+00:00,2020-06-15 18:30:00+00:00,2020-06-15 18:30:00+00:00,L,Long,A+,100.0
1827,2020-06-15 20:00:00+00:00,2020-06-15 20:15:00+00:00,2020-06-15 20:15:00+00:00,RL,Long,A+,74.1066615869286
1828,2020-06-16 14:45:00+00:00,2020-06-16 15:00:00+00:00,2020-06-16 15:00:00+00:00,S,Short,A+,100.0
1829,2020-06-16 16:45:00+00:00,2020-06-16 17:00:00+00:00,2020-06-16 17:00:00+00:00,L,Long,B,44.70506542110443
1830,2020-06-17 14:45:00+00:00,2020-06-17 15:00:00+00:00,2020-06-17 15:00:00+00:00,L,Long,A,48.442845092765445
1831,2020-06-17 16:45:00+00:00,2020-06-17 17:00:00+00:00,2020-06-17 17:00:00+00:00,L,Long,B,44.05005070259418
1832,2020-06-18 15:00:00+00:00,2020-06-18 15:15:00+00:00,2020-06-18 15:15:00+00:00,L,Long,A,55.060616401924214
1833,2020-06-18 15:45:00+00:00,2020-06-18 16:00:00+00:00,2020-06-18 16:00:00+00:00,RS,Short,A,46.36278159929688
1834,2020-06-18 18:15:00+00:00,2020-06-18 18:30:00+00:00,2020-06-18 18:30:00+00:00,S,Short,B,38.87995920889267
1836,2020-06-19 15:45:00+00:00,2020-06-19 16:00:00+00:00,2020-06-19 16:00:00+00:00,S,Short,B,45.428511408522574
1837,2020-06-19 17:30:00+00:00,2020-06-19 17:45:00+00:00,2020-06-19 17:45:00+00:00,S,Short,B,36.92517697549425
1838,2020-06-19 19:00:00+00:00,2020-06-19 19:15:00+00:00,2020-06-19 19:15:00+00:00,RL,Long,A,57.81507291356741
1842,2020-06-23 15:15:00+00:00,2020-06-23 15:30:00+00:00,2020-06-23 15:30:00+00:00,L,Long,A,57.76318789627231
1845,2020-06-24 15:15:00+00:00,2020-06-24 15:30:00+00:00,2020-06-24 15:30:00+00:00,S,Short,A,59.7445703461995
1846,2020-06-24 16:30:00+00:00,2020-06-24 16:45:00+00:00,2020-06-24 16:45:00+00:00,RL,Long,A,60.9576933613498
1847,2020-06-24 19:15:00+00:00,2020-06-24 19:30:00+00:00,2020-06-24 19:30:00+00:00,L,Long,B,44.727538701802075
1849,2020-06-25 19:15:00+00:00,2020-06-25 19:30:00+00:00,2020-06-25 19:30:00+00:00,L,Long,A+,89.96400366817886
1850,2020-06-26 15:15:00+00:00,2020-06-26 15:30:00+00:00,2020-06-26 15:30:00+00:00,L,Long,A,48.98754070591675
1854,2020-06-29 20:00:00+00:00,2020-06-29 20:15:00+00:00,2020-06-29 20:15:00+00:00,L,Long,A+,87.8939572488258
1855,2020-06-30 15:00:00+00:00,2020-06-30 15:15:00+00:00,2020-06-30 15:15:00+00:00,L,Long,A,53.20916857127968
1856,2020-06-30 16:45:00+00:00,2020-06-30 17:00:00+00:00,2020-06-30 17:00:00+00:00,S,Short,B,40.96412709218574
1861,2020-07-02 19:15:00+00:00,2020-07-02 19:30:00+00:00,2020-07-02 19:30:00+00:00,S,Short,B,36.67394588634371
1863,2020-07-06 14:45:00+00:00,2020-07-06 15:00:00+00:00,2020-07-06 15:00:00+00:00,L,Long,A,61.60640293675098
1864,2020-07-06 16:15:00+00:00,2020-07-06 16:30:00+00:00,2020-07-06 16:30:00+00:00,RS,Short,A,49.77434247409404
1867,2020-07-07 16:15:00+00:00,2020-07-07 16:30:00+00:00,2020-07-07 16:30:00+00:00,S,Short,B,42.68232846587966
1873,2020-07-08 19:15:00+00:00,2020-07-08 19:30:00+00:00,2020-07-08 19:30:00+00:00,L,Long,A,50.10689405747236
1874,2020-07-09 14:45:00+00:00,2020-07-09 15:00:00+00:00,2020-07-09 15:00:00+00:00,S,Short,A+,100.0
1878,2020-07-10 19:00:00+00:00,2020-07-10 19:15:00+00:00,2020-07-10 19:15:00+00:00,L,Long,B,41.89760585059528
1879,2020-07-13 15:00:00+00:00,2020-07-13 15:15:00+00:00,2020-07-13 15:15:00+00:00,L,Long,A,48.276925257201306
1880,2020-07-13 17:00:00+00:00,2020-07-13 17:15:00+00:00,2020-07-13 17:15:00+00:00,S,Short,A,48.57659905861097
1884,2020-07-15 15:00:00+00:00,2020-07-15 15:15:00+00:00,2020-07-15 15:15:00+00:00,S,Short,A+,92.16637494210198
1885,2020-07-15 16:30:00+00:00,2020-07-15 16:45:00+00:00,2020-07-15 16:45:00+00:00,RL,Long,B,45.883999054914646
1886,2020-07-15 18:15:00+00:00,2020-07-15 18:30:00+00:00,2020-07-15 18:30:00+00:00,L,Long,A,51.12516785442358
1887,2020-07-15 19:00:00+00:00,2020-07-15 19:15:00+00:00,2020-07-15 19:15:00+00:00,RS,Short,A+,71.33646886254577
1888,2020-07-16 15:00:00+00:00,2020-07-16 15:15:00+00:00,2020-07-16 15:15:00+00:00,S,Short,A+,75.62604319454253
1889,2020-07-16 16:00:00+00:00,2020-07-16 16:15:00+00:00,2020-07-16 16:15:00+00:00,RL,Long,B,43.982136136581374
1892,2020-07-17 15:00:00+00:00,2020-07-17 15:15:00+00:00,2020-07-17 15:15:00+00:00,L,Long,A,62.998253133617666
1893,2020-07-17 18:15:00+00:00,2020-07-17 18:30:00+00:00,2020-07-17 18:30:00+00:00,L,Long,B,37.83207253529087
1894,2020-07-20 19:30:00+00:00,2020-07-20 19:45:00+00:00,2020-07-20 19:45:00+00:00,L,Long,A,57.331245385547646
1901,2020-07-23 17:45:00+00:00,2020-07-23 18:00:00+00:00,2020-07-23 18:00:00+00:00,S,Short,A+,85.57346358343216
1902,2020-07-24 15:00:00+00:00,2020-07-24 15:15:00+00:00,2020-07-24 15:15:00+00:00,L,Long,A,59.24730241028055
1906,2020-07-27 15:15:00+00:00,2020-07-27 15:30:00+00:00,2020-07-27 15:30:00+00:00,S,Short,A+,74.90386853534274
1909,2020-07-28 18:15:00+00:00,2020-07-28 18:30:00+00:00,2020-07-28 18:30:00+00:00,S,Short,B,40.30842883205409
1913,2020-07-30 15:45:00+00:00,2020-07-30 16:00:00+00:00,2020-07-30 16:00:00+00:00,L,Long,A,62.3676552436976
1916,2020-07-31 15:15:00+00:00,2020-07-31 15:30:00+00:00,2020-07-31 15:30:00+00:00,L,Long,A,49.19102862052341
1917,2020-07-31 16:00:00+00:00,2020-07-31 16:15:00+00:00,2020-07-31 16:15:00+00:00,RS,Short,A+,64.76229864704763
1918,2020-07-31 19:15:00+00:00,2020-07-31 19:30:00+00:00,2020-07-31 19:30:00+00:00,L,Long,A,58.93999900216347
1919,2020-08-03 15:15:00+00:00,2020-08-03 15:30:00+00:00,2020-08-03 15:30:00+00:00,L,Long,B,41.837433106628005
1925,2020-08-04 18:30:00+00:00,2020-08-04 18:45:00+00:00,2020-08-04 18:45:00+00:00,S,Short,A,60.58448932903988
1932,2020-08-06 18:00:00+00:00,2020-08-06 18:15:00+00:00,2020-08-06 18:15:00+00:00,L,Long,A,55.20885706179535
1934,2020-08-07 17:00:00+00:00,2020-08-07 17:15:00+00:00,2020-08-07 17:15:00+00:00,S,Short,A+,100.0
1936,2020-08-10 14:45:00+00:00,2020-08-10 15:00:00+00:00,2020-08-10 15:00:00+00:00,S,Short,A+,100.0
1939,2020-08-10 16:45:00+00:00,2020-08-10 17:00:00+00:00,2020-08-10 17:00:00+00:00,L,Long,A,62.59732384504423
1940,2020-08-11 15:15:00+00:00,2020-08-11 15:30:00+00:00,2020-08-11 15:30:00+00:00,L,Long,A,59.275703284113504
1942,2020-08-11 18:15:00+00:00,2020-08-11 18:30:00+00:00,2020-08-11 18:30:00+00:00,S,Short,A,61.81356739296197
1946,2020-08-13 19:30:00+00:00,2020-08-13 19:45:00+00:00,2020-08-13 19:45:00+00:00,L,Long,B,37.2692466310206
1956,2020-08-18 14:45:00+00:00,2020-08-18 15:00:00+00:00,2020-08-18 15:00:00+00:00,L,Long,A,55.184327592687666
1959,2020-08-19 18:15:00+00:00,2020-08-19 18:30:00+00:00,2020-08-19 18:30:00+00:00,S,Short,A+,94.69574291641288
1968,2020-08-24 19:30:00+00:00,2020-08-24 19:45:00+00:00,2020-08-24 19:45:00+00:00,L,Long,A,54.15381717737746
1971,2020-08-26 14:45:00+00:00,2020-08-26 15:00:00+00:00,2020-08-26 15:00:00+00:00,L,Long,A,54.424713715488096
