timestamp,open,high,low,close,volume,contract
2020-12-01 00:00:00+00:00,12350.25,12359.0,12344.25,12354.25,1030,16337
2020-12-01 00:05:00+00:00,12354.5,12356.25,12349.25,12354.0,541,16337
2020-12-01 00:10:00+00:00,12354.75,12358.25,12352.25,12353.5,508,16337
2020-12-01 00:15:00+00:00,12353.5,12355.25,12351.25,12354.0,284,16337
2020-12-01 00:20:00+00:00,12354.0,12354.0,12348.5,12350.75,307,16337
2020-12-01 00:25:00+00:00,12350.25,12354.5,12350.25,12353.25,133,16337
2020-12-01 00:30:00+00:00,12353.5,12356.75,12352.0,12354.5,226,16337
2020-12-01 00:35:00+00:00,12354.5,12364.5,12353.0,12361.5,636,16337
2020-12-01 00:40:00+00:00,12361.5,12366.5,12361.0,12363.0,448,16337
2020-12-01 00:45:00+00:00,12363.25,12364.25,12355.5,12356.5,316,16337
2020-12-01 00:50:00+00:00,12356.25,12359.0,12355.25,12358.25,207,16337
2020-12-01 00:55:00+00:00,12358.75,12365.75,12358.0,12365.5,402,16337
2020-12-01 01:00:00+00:00,12365.5,12377.75,12365.25,12377.75,909,16337
2020-12-01 01:05:00+00:00,12377.5,12379.5,12374.0,12376.0,542,16337
2020-12-01 01:10:00+00:00,12375.25,12376.5,12372.5,12374.5,287,16337
2020-12-01 01:15:00+00:00,12374.75,12376.25,12367.75,12370.75,504,16337
2020-12-01 01:20:00+00:00,12371.0,12372.5,12369.5,12371.75,207,16337
2020-12-01 01:25:00+00:00,12371.25,12372.75,12370.5,12371.5,152,16337
2020-12-01 01:30:00+00:00,12371.75,12371.75,12364.5,12370.25,320,16337
2020-12-01 01:35:00+00:00,12370.75,12372.25,12364.25,12368.0,326,16337
2020-12-01 01:40:00+00:00,12367.5,12373.25,12367.5,12370.75,393,16337
2020-12-01 01:45:00+00:00,12371.0,12378.0,12370.5,12377.5,351,16337
2020-12-01 01:50:00+00:00,12378.25,12381.25,12375.25,12378.75,609,16337
2020-12-01 01:55:00+00:00,12379.0,12380.25,12376.75,12377.25,230,16337
2020-12-01 02:00:00+00:00,12376.75,12385.0,12376.75,12384.0,504,16337
2020-12-01 02:05:00+00:00,12384.25,12393.5,12383.0,12389.5,891,16337
2020-12-01 02:10:00+00:00,12389.5,12393.25,12385.5,12388.25,464,16337
2020-12-01 02:15:00+00:00,12388.5,12392.75,12387.0,12388.5,416,16337
2020-12-01 02:20:00+00:00,12388.5,12389.25,12381.75,12385.25,423,16337
2020-12-01 02:25:00+00:00,12385.0,12387.25,12383.75,12384.25,282,16337
2020-12-01 02:30:00+00:00,12384.5,12389.5,12382.25,12383.25,439,16337
2020-12-01 02:35:00+00:00,12383.5,12384.75,12376.25,12379.25,463,16337
2020-12-01 02:40:00+00:00,12379.0,12381.75,12378.0,12379.0,184,16337
2020-12-01 02:45:00+00:00,12378.25,12381.25,12378.25,12380.25,135,16337
2020-12-01 02:50:00+00:00,12380.75,12385.5,12380.0,12385.5,363,16337
2020-12-01 02:55:00+00:00,12385.25,12386.25,12380.25,12381.75,219,16337
2020-12-01 03:00:00+00:00,12381.25,12384.5,12379.75,12382.25,242,16337
2020-12-01 03:05:00+00:00,12382.5,12387.0,12381.5,12385.0,161,16337
2020-12-01 03:10:00+00:00,12385.5,12386.0,12382.75,12385.5,126,16337
2020-12-01 03:15:00+00:00,12385.75,12396.75,12385.0,12394.5,667,16337
2020-12-01 03:20:00+00:00,12394.25,12401.75,12391.75,12392.0,962,16337
2020-12-01 03:25:00+00:00,12392.25,12392.5,12388.25,12389.75,234,16337
2020-12-01 03:30:00+00:00,12390.0,12392.0,12387.0,12388.25,280,16337
2020-12-01 03:35:00+00:00,12389.0,12391.25,12384.5,12386.25,265,16337
2020-12-01 03:40:00+00:00,12386.25,12388.0,12383.5,12386.0,229,16337
2020-12-01 03:45:00+00:00,12386.5,12387.75,12381.75,12383.75,228,16337
2020-12-01 03:50:00+00:00,12383.75,12384.75,12382.25,12383.75,136,16337
2020-12-01 03:55:00+00:00,12384.25,12384.75,12382.75,12382.75,72,16337
2020-12-01 04:00:00+00:00,12382.75,12383.75,12381.0,12381.75,118,16337
2020-12-01 04:05:00+00:00,12382.0,12382.0,12379.25,12381.5,153,16337
2020-12-01 04:10:00+00:00,12382.25,12383.5,12380.5,12381.25,129,16337
2020-12-01 04:15:00+00:00,12381.5,12388.25,12380.75,12386.25,294,16337
2020-12-01 04:20:00+00:00,12386.0,12387.0,12382.5,12384.5,103,16337
2020-12-01 04:25:00+00:00,12384.0,12387.75,12381.0,12381.25,215,16337
2020-12-01 04:30:00+00:00,12382.0,12383.25,12378.25,12378.25,220,16337
2020-12-01 04:35:00+00:00,12378.25,12381.0,12372.5,12373.75,394,16337
2020-12-01 04:40:00+00:00,12373.0,12377.0,12371.5,12374.25,207,16337
2020-12-01 04:45:00+00:00,12374.25,12378.0,12371.5,12375.25,207,16337
2020-12-01 04:50:00+00:00,12374.5,12376.75,12373.25,12375.75,121,16337
2020-12-01 04:55:00+00:00,12375.75,12376.25,12373.5,12374.25,125,16337
2020-12-01 05:00:00+00:00,12374.25,12379.25,12369.25,12376.25,306,16337
2020-12-01 05:05:00+00:00,12376.5,12376.5,12370.25,12373.0,168,16337
2020-12-01 05:10:00+00:00,12373.5,12378.25,12372.0,12377.0,173,16337
2020-12-01 05:15:00+00:00,12377.75,12379.0,12375.75,12378.5,143,16337
2020-12-01 05:20:00+00:00,12378.25,12380.5,12377.0,12379.0,195,16337
2020-12-01 05:25:00+00:00,12379.5,12381.25,12376.25,12377.25,130,16337
2020-12-01 05:30:00+00:00,12377.75,12379.75,12376.0,12379.75,112,16337
2020-12-01 05:35:00+00:00,12380.0,12385.0,12376.25,12376.5,381,16337
2020-12-01 05:40:00+00:00,12376.75,12379.5,12374.75,12377.5,203,16337
2020-12-01 05:45:00+00:00,12378.0,12378.0,12376.25,12376.5,59,16337
2020-12-01 05:50:00+00:00,12376.25,12380.0,12375.75,12379.5,75,16337
2020-12-01 05:55:00+00:00,12378.75,12381.75,12377.25,12380.75,72,16337
2020-12-01 06:00:00+00:00,12379.5,12384.5,12379.0,12381.5,175,16337
2020-12-01 06:05:00+00:00,12380.0,12380.0,12375.0,12378.25,107,16337
2020-12-01 06:10:00+00:00,12377.25,12380.75,12375.5,12375.5,93,16337
2020-12-01 06:15:00+00:00,12376.0,12376.0,12372.75,12373.75,178,16337
2020-12-01 06:20:00+00:00,12375.0,12376.0,12372.0,12376.0,86,16337
2020-12-01 06:25:00+00:00,12376.5,12382.0,12376.0,12380.75,193,16337
2020-12-01 06:30:00+00:00,12381.25,12381.5,12374.25,12378.0,164,16337
2020-12-01 06:35:00+00:00,12378.75,12381.0,12377.5,12380.5,80,16337
2020-12-01 06:40:00+00:00,12380.75,12382.5,12377.0,12377.0,181,16337
2020-12-01 06:45:00+00:00,12377.5,12383.25,12377.25,12383.0,167,16337
2020-12-01 06:50:00+00:00,12382.5,12384.75,12380.5,12382.0,144,16337
