fold,marker_bar_timestamp,signal_type,direction,realized_R,MFE_R,MAE_R
1,2020-01-15 20:15:00-06:00,MRS,Short,0.38629379584061585,1.1202520079377858,0.15451751833624633
1,2020-01-16 00:00:00-06:00,MRS,Short,-1.0,0.6483520215227027,1.0609396715826043
1,2020-01-16 00:30:00-06:00,MRS,Short,-1.0,0.3019779987731979,1.0267251958288728
1,2020-01-16 02:45:00-06:00,MRS,Short,2.0,2.7514101145347643,0.5710473822619323
1,2020-01-16 03:00:00-06:00,MRS,Short,1.1102417883242337,1.8167592899851095,0.5046553583291971
1,2020-01-16 03:15:00-06:00,MRS,Short,-0.19420738667892443,1.0195887800643533,0.6311740067065044
1,2020-01-16 10:30:00-06:00,MRL,Long,0.20739496615943354,0.7110684554037722,0.29627852308490504
1,2020-01-16 13:30:00-06:00,MRS,Short,-1.0,0.7980110687965241,1.1172154963151337
1,2020-01-16 18:00:00-06:00,MRS,Short,0.04165423554951056,0.29157964884657395,0.7081220043416796
1,2020-01-16 18:15:00-06:00,MRS,Short,0.39149509592705006,0.6089923714420779,0.695991281648089
1,2020-01-16 23:15:00-06:00,MRL,Long,0.28007447287978415,1.2603351279590287,0.42011170931967623
1,2020-01-17 01:30:00-06:00,MRS,Short,-1.0,0.07720775955602613,1.6213629506765486
1,2020-01-17 04:15:00-06:00,MRS,Short,-1.0,0.40131622701120395,1.3759413497526993
1,2020-01-17 05:00:00-06:00,MRS,Short,-1.0,0.0,1.2332148562051235
1,2020-01-17 08:00:00-06:00,MRS,Short,-1.0,1.2783669319877098,2.5567338639754196
1,2020-01-17 08:45:00-06:00,MRL,Long,-1.0,0.48992288124409633,1.3717840674834698
1,2020-01-17 10:45:00-06:00,MRL,Long,0.05670342488958079,1.2758270600155677,0.45362739911664635
1,2020-01-17 15:45:00-06:00,MRS,Short,-1.0,0.5239159083201582,1.1176872710830044
1,2020-01-19 18:15:00-06:00,MRS,Short,0.12395613914173402,1.156923965322851,0.28923099133071273
1,2020-01-19 22:00:00-06:00,MRS,Short,0.0746413368991005,0.44784802139460306,0.149282673798201
1,2020-01-20 17:00:00-06:00,MRS,Short,2.0,2.1829479161056478,0.08395953523483261
1,2020-01-20 21:30:00-06:00,MRL,Long,-1.0,0.35321277272642015,1.1100972857116063
1,2020-01-21 01:00:00-06:00,MRL,Long,2.0,3.528220701631312,0.25942799276700823
1,2020-01-21 06:30:00-06:00,MRS,Short,-1.0,0.14712380949508552,1.2750730156240746
1,2020-01-21 07:30:00-06:00,MRS,Short,-1.0,0.14924224277066073,1.1441905279083988
1,2020-01-21 09:45:00-06:00,MRS,Short,-1.0,0.2839572955872437,2.4491316744399767
1,2020-01-21 11:00:00-06:00,MRS,Short,-0.3485842299524385,0.3137258069571946,0.697168459904877
1,2020-01-21 11:30:00-06:00,MRS,Short,2.0,3.125449890252102,0.6618599767592687
1,2020-01-21 14:30:00-06:00,MRS,Short,-1.0,1.7609270377176347,1.1928860578087201
1,2020-01-21 19:30:00-06:00,MRS,Short,-1.0,0.07433210366470305,1.4123099696293582
1,2020-01-21 22:00:00-06:00,MRS,Short,-0.6192751127221042,0.0728558956143652,0.9106986951795651
1,2020-01-21 23:45:00-06:00,MRS,Short,-1.0,0.14097236721096917,1.0807881486174302
1,2020-01-22 00:30:00-06:00,MRS,Short,-0.05081731470703845,0.8130770353126152,0.45735583236334604
1,2020-01-22 00:45:00-06:00,MRS,Short,0.47850829637953746,0.9038490042724596,0.26583794243307635
1,2020-01-22 06:45:00-06:00,MRS,Short,2.0,2.134170290631512,0.4377785211551819
1,2020-01-22 09:00:00-06:00,MRS,Short,-1.0,0.6854763223582039,1.7678073576606312
1,2020-01-22 12:30:00-06:00,MRS,Short,2.0,2.3661673875284577,0.41567805456581014
1,2020-01-23 02:00:00-06:00,MRS,Short,0.6087254485796192,1.2174508971592384,0.6445328279078321
1,2020-01-23 02:15:00-06:00,MRS,Short,0.1087227606508078,0.9422639256403342,0.8697820852064624
1,2020-01-23 02:30:00-06:00,MRS,Short,0.03665300101892438,0.8430190234352608,0.9896310275109583
1,2020-01-23 05:00:00-06:00,MRS,Short,-1.0,0.8155588650302106,1.4164969761051025
1,2020-01-23 13:30:00-06:00,MRS,Short,-1.0,0.5748770715461655,1.099764832523099
1,2020-01-23 15:30:00-06:00,MRS,Short,-1.0,0.12560225659310628,2.311081521313156
1,2020-01-24 03:15:00-06:00,MRS,Short,2.0,2.110670399129048,0.5862973330914022
1,2020-01-24 09:45:00-06:00,MRL,Long,-1.0,1.5153333775630466,2.93974675247231
1,2020-01-24 11:45:00-06:00,MRL,Long,-1.0,0.04108186832599786,2.074634350462892
1,2020-01-26 17:45:00-06:00,MRL,Long,1.5792805123531324,1.617799549239794,0.1155571106599853
1,2020-01-26 23:15:00-06:00,MRL,Long,0.18957968357756944,0.663528892521493,0.8294111156518663
1,2020-01-27 02:30:00-06:00,MRS,Short,2.0,2.398837049894382,0.48515805503481885
1,2020-01-27 02:45:00-06:00,MRS,Short,2.0,2.049831535208228,0.08091440270558796
1,2020-01-27 11:45:00-06:00,MRS,Short,0.04766041959566136,0.5719250351479364,0.8102271331262432
1,2020-01-27 12:00:00-06:00,MRS,Short,-1.0,0.08087445518101974,1.0837176994256645
1,2020-01-27 12:30:00-06:00,MRS,Short,0.2538686264739171,1.1170219564852353,0.8293041798147959
1,2020-01-27 23:00:00-06:00,MRS,Short,-1.0,0.0,1.9449340527548917
1,2020-01-28 01:30:00-06:00,MRS,Short,2.0,2.8534508167062715,0.28182230288457
1,2020-01-28 06:45:00-06:00,MRS,Short,0.17869803310818017,0.9445467464289523,0.8934901655409009
1,2020-01-28 07:30:00-06:00,MRS,Short,-1.0,2.977192309531538,1.1065670531002176
1,2020-01-28 11:30:00-06:00,MRS,Short,0.18026660646529052,1.3294662226815177,0.18026660646529052
1,2020-01-28 15:45:00-06:00,MRS,Short,2.0,2.9608082687466775,0.13665268932676974
1,2020-01-28 21:30:00-06:00,MRS,Short,0.5278105822046906,0.8693350765724316,0.5588582635108489
1,2020-01-29 03:45:00-06:00,MRL,Long,2.0,2.589725866050541,0.11425261173752387
1,2020-01-29 06:15:00-06:00,MRS,Short,0.24365166488841677,1.0152152703684032,0.7715636054799865
1,2020-01-29 06:45:00-06:00,MRS,Short,-1.0,0.4384850850479898,1.1560061333083367
1,2020-01-29 10:00:00-06:00,MRL,Long,1.6065970693143465,1.6560308252932494,0.8403738516413505
1,2020-01-29 22:15:00-06:00,MRL,Long,-1.0,0.4198026037465837,1.0028617756168388
1,2020-01-29 22:30:00-06:00,MRL,Long,-1.0,0.0,1.3602547117502068
1,2020-01-29 22:45:00-06:00,MRL,Long,-1.0,0.198757440940939,1.1925446456456341
1,2020-01-30 02:00:00-06:00,MRL,Long,-1.0,0.0,1.7541649809182693
1,2020-01-30 02:15:00-06:00,MRL,Long,2.0,2.054598519370485,0.6383218700956848
1,2020-01-30 05:30:00-06:00,MRL,Long,1.2911782564339311,1.572889876019516,0.18780774639039
1,2020-01-30 08:45:00-06:00,MRS,Short,-1.0,0.31772998773068034,1.6388178314529829
1,2020-01-30 09:00:00-06:00,MRS,Short,2.0,3.1070128836302287,0.21037066399579674
1,2020-01-30 11:00:00-06:00,MRS,Short,2.0,2.1344442396424186,0.6357919011700821
1,2020-01-30 13:30:00-06:00,MRS,Short,-1.0,0.723527174251141,1.7334505216433587
1,2020-01-30 23:00:00-06:00,MRS,Short,2.0,2.245320039621633,0.23227448685741034
1,2020-01-31 03:15:00-06:00,MRL,Long,-1.0,0.08436566956114083,1.9685322897599529
1,2020-01-31 03:45:00-06:00,MRL,Long,-1.0,0.5006525339370244,1.474143572147905
1,2020-01-31 10:30:00-06:00,MRL,Long,-1.0,1.2148798173723883,1.8423452175537316
1,2020-02-02 20:00:00-06:00,MRS,Short,0.1208855348912625,0.5507007700601958,0.7656083876446625
1,2020-02-02 20:15:00-06:00,MRS,Short,-0.27542580126699984,0.8675912739910495,0.5921654727240496
1,2020-02-02 20:30:00-06:00,MRS,Short,-0.3016179968644708,0.7037753260170986,0.8186774200607065
1,2020-02-02 21:30:00-06:00,MRS,Short,0.08025263589852961,0.32101054359411846,0.5136168697505895
1,2020-02-02 23:30:00-06:00,MRS,Short,2.0,2.1896854680515294,0.19320754129866435
1,2020-02-03 04:00:00-06:00,MRL,Long,0.6210531315556567,1.4491239736298656,0.7659655289186432
1,2020-02-03 04:15:00-06:00,MRL,Long,0.1456240862240569,1.393830539573116,0.7073169902311335
1,2020-02-03 07:45:00-06:00,MRS,Short,2.0,2.0964193273751857,0.07669826807470191
1,2020-02-03 10:00:00-06:00,MRS,Short,0.767830945226015,1.9195773630650377,0.9248872749313364
1,2020-02-03 10:15:00-06:00,MRS,Short,-0.0,1.9377630199980547,0.4888050861256354
1,2020-02-03 14:00:00-06:00,MRS,Short,-1.0,0.29225474221031195,1.3516781827226927
1,2020-02-03 20:30:00-06:00,MRS,Short,-1.0,0.6103892136420427,3.479218517759643
1,2020-02-03 22:00:00-06:00,MRS,Short,-1.0,0.04032612772855125,1.1694577041279863
1,2020-02-03 22:45:00-06:00,MRS,Short,-1.0,0.3520759545083617,1.056227863525085
1,2020-02-04 02:45:00-06:00,MRS,Short,-1.0,0.579917132031305,1.7629480813751672
1,2020-02-04 03:00:00-06:00,MRS,Short,-1.0,0.11795932416698891,1.3683281603370714
1,2020-02-04 04:00:00-06:00,MRS,Short,0.02515259711039044,1.2324772584091315,0.30183116532468524
1,2020-02-04 04:15:00-06:00,MRS,Short,0.1305129518213649,1.0441036145709193,0.9396932531138275
1,2020-02-04 12:00:00-06:00,MRS,Short,-1.0,1.1153133392831576,1.183597829443351
1,2020-02-04 14:00:00-06:00,MRS,Short,-1.0,0.393439922686278,1.2590077525960894
1,2020-02-04 14:30:00-06:00,MRS,Short,-1.0,1.806946656670758,1.1099815176691799
1,2020-02-04 14:45:00-06:00,MRS,Short,-1.0,0.6662565006726436,1.6894361267056321
1,2020-02-04 19:00:00-06:00,MRL,Long,-1.0,0.19275970859917438,1.4938877416436014
1,2020-02-04 23:00:00-06:00,MRS,Short,2.0,2.18758666406114,0.0662905049715497
1,2020-02-05 00:15:00-06:00,MRL,Long,0.3393693286717621,1.5950358447572819,0.27149546293740967
1,2020-02-05 09:45:00-06:00,MRL,Long,-1.0,0.9190691146420096,1.148836393302512
1,2020-02-05 10:00:00-06:00,MRL,Long,-1.0,0.2046100020036966,1.8824120184340087
1,2020-02-05 12:15:00-06:00,MRL,Long,0.5861490955516875,0.8020987623338881,0.4164743573656727
1,2020-02-05 14:15:00-06:00,MRS,Short,-1.0,1.513042933648755,1.1826082699783373
1,2020-02-05 17:00:00-06:00,MRS,Short,0.8375824714879992,1.0850500198821809,0.5520429925716358
1,2020-02-05 22:30:00-06:00,MRS,Short,-1.0,0.0,1.4039493803591772
1,2020-02-05 23:45:00-06:00,MRS,Short,-1.0,0.4239108099893889,1.2717324299681667
1,2020-02-06 10:30:00-06:00,MRS,Short,-1.0,0.38485935968779156,1.04461826200972
1,2020-02-06 10:45:00-06:00,MRS,Short,-1.0,0.1697312509949566,1.2446958406296817
1,2020-02-06 12:00:00-06:00,MRS,Short,-0.3677682483236379,0.7763996353499023,0.46992609508020405
1,2020-02-06 17:30:00-06:00,MRS,Short,2.0,2.6463528547472825,0.6340220381165365
1,2020-02-06 18:00:00-06:00,MRS,Short,2.0,2.863680694251588,0.2337698525919664
1,2020-02-06 19:15:00-06:00,MRL,Long,0.8101375018939899,1.176006051136437,0.3136016136363832
1,2020-02-06 22:45:00-06:00,MRL,Long,-1.0,0.07341534142340285,1.8720912062967727
1,2020-02-06 23:30:00-06:00,MRL,Long,2.0,4.734597432248541,0.31046540539334694
1,2020-02-07 00:45:00-06:00,MRS,Short,2.0,2.3444848264063953,0.9998538230262568
1,2020-02-07 04:15:00-06:00,MRL,Long,-1.0,0.39156884063086805,1.0907989131859896
1,2020-02-07 05:00:00-06:00,MRL,Long,1.1474206400299292,1.6118528038515672,0.0
1,2020-02-07 07:45:00-06:00,MRL,Long,-1.0,1.0413935019224434,2.4902888089449733
1,2020-02-07 09:45:00-06:00,MRS,Short,-1.0,0.7111538225459031,1.9220373582321706
1,2020-02-07 13:45:00-06:00,MRL,Long,-1.0,0.24351467746781663,1.6031382933297929
1,2020-02-07 15:00:00-06:00,MRL,Long,-1.0,1.2035407602883406,1.4940505989786297
1,2020-02-09 18:15:00-06:00,MRL,Long,0.9644734218644785,1.6923778911961602,0.32755701119925684
1,2020-02-09 18:45:00-06:00,MRL,Long,2.0,3.3505287960965187,0.6176952529116487
1,2020-02-10 09:45:00-06:00,MRS,Short,-1.0,0.34514072864766493,1.131294610567346
1,2020-02-10 10:00:00-06:00,MRS,Short,-1.0,0.2533110278965613,1.188613284745403
1,2020-02-10 12:45:00-06:00,MRS,Short,-1.0,0.6234533143631834,1.0972778332792028
1,2020-02-10 15:45:00-06:00,MRS,Short,0.05607358755386993,1.0653981635235288,0.3364415253232196
1,2020-02-10 23:45:00-06:00,MRS,Short,0.9813964165677783,1.4954612061985193,0.6075311150181485
1,2020-02-11 00:00:00-06:00,MRS,Short,1.229002904040615,1.701696328671621,0.3781547397048046
1,2020-02-11 06:45:00-06:00,MRS,Short,-1.0,1.7847897275764735,1.0791751841160073
1,2020-02-11 07:00:00-06:00,MRS,Short,-1.0,1.6448153191517585,1.0543687943280504
1,2020-02-11 10:00:00-06:00,MRS,Short,-1.0,0.47027907581887834,1.0711912282541118
1,2020-02-11 10:15:00-06:00,MRS,Short,2.0,4.315031318948439,0.1291925544595341
1,2020-02-11 11:00:00-06:00,MRL,Long,2.0,2.4124017819228034,0.19737832761186572
1,2020-02-11 14:30:00-06:00,MRL,Long,-1.0,0.3186657713226965,1.3631813551026464
1,2020-02-11 18:45:00-06:00,MRL,Long,0.30233480146660396,0.9573935379775793,0.5794750361443243
1,2020-02-11 22:00:00-06:00,MRS,Short,-1.0,0.11198236157242802,1.2318059772967083
1,2020-02-12 00:15:00-06:00,MRS,Short,-0.2677994730324643,0.803398419097393,0.9819314011190359
1,2020-02-12 03:00:00-06:00,MRS,Short,0.1604982723924472,0.7222422257660125,0.48149481717734166
1,2020-02-12 05:30:00-06:00,MRS,Short,1.3265379833210404,1.5816414416520097,0.15306207499858157
1,2020-02-12 10:30:00-06:00,MRS,Short,-1.0,0.4600564642384109,1.0411804190658773
1,2020-02-12 11:00:00-06:00,MRS,Short,-1.0,0.07327716367849166,1.0991574551773748
1,2020-02-12 18:00:00-06:00,MRL,Long,-1.0,0.29058172698799195,1.832900124078103
1,2020-02-12 22:00:00-06:00,MRL,Long,-1.0,0.06585669758213845,1.2512772540606305
1,2020-02-12 23:30:00-06:00,MRL,Long,-1.0,0.8841803632277722,1.2686066081094123
1,2020-02-13 11:15:00-06:00,MRS,Short,2.0,2.217253927863458,0.49996902294960327
1,2020-02-13 11:30:00-06:00,MRS,Short,-1.0,1.6942392971261286,1.2598189645296853
1,2020-02-13 13:00:00-06:00,MRS,Short,2.0,2.151271024461112,0.537817756115278
1,2020-02-13 13:15:00-06:00,MRS,Short,-1.0,0.0,1.0145804777060636
1,2020-02-13 13:30:00-06:00,MRS,Short,2.0,2.086374805905901,0.6588552018650213
1,2020-02-13 21:30:00-06:00,MRS,Short,0.30651185421744725,1.1340938606045547,0.18390711253046835
1,2020-02-14 00:30:00-06:00,MRL,Long,2.0,2.2601196837772943,0.04346384007264028
1,2020-02-14 12:00:00-06:00,MRL,Long,-0.1561497063127095,0.8327984336677839,0.7807485315635475
1,2020-02-14 12:15:00-06:00,MRL,Long,-1.0,1.0917308136900823,1.4911445260157221
1,2020-02-14 15:45:00-06:00,MRS,Short,-1.0,0.0,3.1784329343756363
1,2020-02-16 17:45:00-06:00,MRS,Short,0.9087715096952406,1.0223679484071457,0.4827848645255966
1,2020-02-16 18:00:00-06:00,MRS,Short,0.2942655034901217,0.882796510470365,0.882796510470365
1,2020-02-16 18:15:00-06:00,MRS,Short,-0.09017172954683772,1.0820607545620526,0.42080140455190934
1,2020-02-16 20:00:00-06:00,MRS,Short,0.5196329921548359,0.7274861890167703,0.1732109973849453
1,2020-02-17 06:45:00-06:00,MRL,Long,-1.0,0.06962214889021011,1.1139543822433617
1,2020-02-17 07:00:00-06:00,MRL,Long,-1.0,0.0,1.3335192347857807
1,2020-02-17 08:45:00-06:00,MRL,Long,0.7426143277959184,1.2376905463265306,0.8663833824285715
1,2020-02-17 17:15:00-06:00,MRL,Long,2.0,2.2272736184165165,0.03227932780313792
1,2020-02-17 17:45:00-06:00,MRL,Long,-1.0,0.03191767103490882,1.978895604164347
1,2020-02-17 19:45:00-06:00,MRL,Long,-1.0,0.7825350506542651,2.9345064399534944
1,2020-02-17 20:00:00-06:00,MRL,Long,-1.0,0.12994420725816863,1.1694978653235177
1,2020-02-17 21:15:00-06:00,MRL,Long,-1.0,0.06684650419580584,1.0695440671328935
1,2020-02-18 03:30:00-06:00,MRL,Long,2.0,2.4753862730340948,0.7833500864031946
1,2020-02-18 07:45:00-06:00,MRS,Short,-1.0,0.06659114295318144,1.698074145306127
1,2020-02-18 08:15:00-06:00,MRS,Short,-1.0,1.1494664647305413,4.118921498617773
1,2020-02-18 10:00:00-06:00,MRS,Short,2.0,2.5081335820465553,0.5060269507637787
1,2020-02-18 12:15:00-06:00,MRS,Short,-1.0,1.30774220072436,1.6748277307522506
1,2020-02-18 12:30:00-06:00,MRS,Short,-1.0,1.0363819876447407,2.025655703123811
1,2020-02-18 12:45:00-06:00,MRS,Short,-1.0,0.7080600224744855,2.360200074914952
1,2020-02-18 20:30:00-06:00,MRS,Short,-1.0,0.7253681005902186,1.3781993911214154
